gpp_sum,npp_sum,lai_mean,reco_sum,rauto_sum,rhetero_sum,npp_leaf_sum,npp_wood_sum,npp_root_sum,npp_repro_sum,litterfall_c_sum,leaf_c_end,wood_c_end,root_c_end,plant_c_end,soil_c_end,nsc_end,p_demand_sum,p_uptake_sum,p_retrans_sum,leaf_p_end,root_p_end,plant_p_end,leaf_cp_end,root_cp_end,p_net_sum,fptase_sum,p_loss_sum,labile_p_end,sorbed_p_end,strongly_sorbed_p_end,occluded_p_end,microbial_p_end,organic_p_end,total_inorganic_p_end
3536.978760,1554.795898,1.924016356,2931.902344,967.3233032,1964.590210,321.3869324,293.4448547,832.4230957,107.5411682,958.3883667,128.7882538,282.3590698,135.9810028,637.7586060,21497.45703,90.60156250,354.1626892,1.045377731,0.4891897738,0.1603838801,0.1150431558,0.4577741921,803.0000000,1181.999878,4.575603962,0.4404005781E-1,0.5366145633E-3,4.120429039,8.044827461,18.10729027,131.9299927,3.320822954,113.7523880,162.2025452
