gpp_sum,npp_sum,lai_mean,reco_sum,rauto_sum,rhetero_sum,npp_leaf_sum,npp_wood_sum,npp_root_sum,npp_repro_sum,litterfall_c_sum,leaf_c_end,wood_c_end,root_c_end,plant_c_end,soil_c_end,nsc_end,p_demand_sum,p_uptake_sum,p_retrans_sum,leaf_p_end,root_p_end,plant_p_end,leaf_cp_end,root_cp_end,p_net_sum,fptase_sum,p_loss_sum,labile_p_end,sorbed_p_end,strongly_sorbed_p_end,occluded_p_end,microbial_p_end,organic_p_end,total_inorganic_p_end
7542.764160,5334.191406,9.402195930,6046.773926,1662.248169,4384.519531,1426.072021,894.5474243,2514.306152,499.2657471,3023.502930,515.2808228,843.9776611,647.0573730,2366.618652,20008.69922,98.02547455,9.739614487,3.375423908,1.904386401,0.6416946650,0.5474258065,1.858336449,803.0000000,1182.000122,12.81290054,0.6027434021E-1,0.7507667178E-3,6.215793610,8.694884300,18.48996544,131.9299927,2.171401978,101.4431763,165.3306274
