gpp_sum,npp_sum,lai_mean,reco_sum,rauto_sum,rhetero_sum,npp_leaf_sum,npp_wood_sum,npp_root_sum,npp_repro_sum,litterfall_c_sum,leaf_c_end,wood_c_end,root_c_end,plant_c_end,soil_c_end,nsc_end,p_demand_sum,p_uptake_sum,p_retrans_sum,leaf_p_end,root_p_end,plant_p_end,leaf_cp_end,root_cp_end,p_net_sum,fptase_sum,p_loss_sum,labile_p_end,sorbed_p_end,strongly_sorbed_p_end,occluded_p_end,microbial_p_end,organic_p_end,total_inorganic_p_end
1057.183105,2.846467972,0.2429868579,1738.953979,225.4432678,1513.514893,1.246835589,0.1236733422,1.475867033,0.9379128460E-4,33.30513000,3.304148912,1.216090083,0.1295471331E-2,4.889156818,20891.37109,2.134052992,268.1564331,0.2301385812E-1,0.3103009798E-1,0.4114755429E-2,0.1095999551E-5,0.4869656637E-2,803.0000610,1181.999878,4.236496925,0.7250093855E-2,0.9598909528E-3,5.728896618,15.65636921,18.11906242,131.9299927,0.9551257491,112.2538605,171.4343262
