gpp_sum,npp_sum,lai_mean,reco_sum,rauto_sum,rhetero_sum,npp_leaf_sum,npp_wood_sum,npp_root_sum,npp_repro_sum,litterfall_c_sum,leaf_c_end,wood_c_end,root_c_end,plant_c_end,soil_c_end,nsc_end,p_demand_sum,p_uptake_sum,p_retrans_sum,leaf_p_end,root_p_end,plant_p_end,leaf_cp_end,root_cp_end,p_net_sum,fptase_sum,p_loss_sum,labile_p_end,sorbed_p_end,strongly_sorbed_p_end,occluded_p_end,microbial_p_end,organic_p_end,total_inorganic_p_end
3890.654053,1885.950562,2.173505306,3099.835693,1039.808105,2060.030762,380.4440613,353.3921204,996.3563232,155.7577362,1193.900757,128.9685211,341.1250000,137.0816040,733.4017334,21637.50781,89.66944122,272.7909851,1.248996258,0.6050456762,0.1606083810,0.1159742847,0.5201224089,802.9999390,1182.000000,4.330939293,0.4404754937E-1,0.1497752964E-2,12.28664684,21.42084122,18.16395760,131.9299927,3.574185610,114.1092606,183.8014374
