gpp_sum,npp_sum,lai_mean,reco_sum,rauto_sum,rhetero_sum,npp_leaf_sum,npp_wood_sum,npp_root_sum,npp_repro_sum,litterfall_c_sum,leaf_c_end,wood_c_end,root_c_end,plant_c_end,soil_c_end,nsc_end,p_demand_sum,p_uptake_sum,p_retrans_sum,leaf_p_end,root_p_end,plant_p_end,leaf_cp_end,root_cp_end,p_net_sum,fptase_sum,p_loss_sum,labile_p_end,sorbed_p_end,strongly_sorbed_p_end,occluded_p_end,microbial_p_end,organic_p_end,total_inorganic_p_end
3113.202148,1461.506714,1.459111571,2429.713867,712.7983398,1716.914429,405.4672852,185.0238190,796.8760376,74.13950348,795.1622925,164.9631805,157.8221893,320.7439575,701.9510498,22332.10742,77.95722961,220.2803040,1.015550137,0.5961064100,0.2054335922,0.2713569999,0.5894963741,803.0000000,1182.000000,-0.5622281432,0.4360071849E-2,0.3307879379E-3,14.51628017,13.60942364,18.29166794,131.9303284,7.706161499,119.5186462,178.3477020
