0.19769418, 0.23752315, 0.44978264, 0.11499998
0.19338179, 0.23489094, 0.45172736, 0.11999997
0.19023289, 0.23104785, 0.45871928, 0.11999998
0.18728691, 0.22745168, 0.46526143, 0.11999997
0.18424077, 0.22373457, 0.47202459, 0.12000000
0.18105018, 0.21984214, 0.47910765, 0.11999998
0.17848112, 0.21670480, 0.48481402, 0.11999998
0.17661269, 0.21441764, 0.48896968, 0.11999997
0.17507650, 0.21253377, 0.49238977, 0.11999998
0.17412083, 0.21135472, 0.49452445, 0.11999997
0.17425424, 0.21149750, 0.49424827, 0.11999998
0.17351402, 0.21057951, 0.49590647, 0.11999998
0.17263956, 0.20949946, 0.49786094, 0.11999998
0.17194946, 0.20864318, 0.49940741, 0.12000000
0.17143290, 0.20799719, 0.50056988, 0.11999997
0.17059582, 0.20696275, 0.50244141, 0.11999998
0.16982251, 0.20600574, 0.50417179, 0.11999998
0.16929995, 0.20535202, 0.50534797, 0.11999998
0.16853221, 0.20440054, 0.50706726, 0.11999997
0.16752881, 0.20316398, 0.50930727, 0.11999995
0.16647466, 0.20186681, 0.51165849, 0.11999997
0.16575822, 0.20097911, 0.51326263, 0.11999997
0.16685076, 0.20228438, 0.51086491, 0.11999998
0.16964357, 0.20565133, 0.50470513, 0.11999998
0.16990922, 0.20595415, 0.50413662, 0.12000000
0.16946894, 0.20540082, 0.50513023, 0.11999998
0.16909027, 0.20492218, 0.50598758, 0.12000000
0.16854268, 0.20423882, 0.50721842, 0.11999998
0.16805494, 0.20362784, 0.50831723, 0.11999997
0.16740115, 0.20281518, 0.50978369, 0.11999997
0.16684210, 0.20211703, 0.51104081, 0.11999998
0.17372060, 0.21042836, 0.49585104, 0.11999997
0.19351803, 0.23438679, 0.45209524, 0.12000000
0.19695586, 0.23852903, 0.44451514, 0.11999997
0.19645648, 0.23790316, 0.44564044, 0.11999997
0.19515018, 0.23629969, 0.44855008, 0.11999997
0.19360216, 0.23440374, 0.45199403, 0.11999997
0.19514078, 0.23624553, 0.44861376, 0.11999997
0.19672060, 0.23813660, 0.44514284, 0.11999997
0.19626981, 0.23756908, 0.44616106, 0.11999998
0.19586934, 0.23706257, 0.44706813, 0.11999997
0.19462363, 0.23553409, 0.44984224, 0.11999997
0.19278465, 0.23328815, 0.45392719, 0.11999997
0.19245416, 0.23286740, 0.45467845, 0.11999997
0.19248545, 0.23288505, 0.45462954, 0.11999997
0.18938352, 0.22911245, 0.46150407, 0.11999997
0.18637359, 0.22545145, 0.46817496, 0.11999997
0.19040829, 0.23031165, 0.45928004, 0.11999998
0.19239402, 0.23269181, 0.45491418, 0.11999997
0.19631241, 0.23740821, 0.44627944, 0.11999998
0.19713098, 0.23837197, 0.44449708, 0.12000000
0.22713776, 0.25630513, 0.40239045, 0.11416665
0.19710439, 0.23824872, 0.44464692, 0.11999997
0.19622721, 0.23716699, 0.44660583, 0.11999997
0.19427432, 0.23478460, 0.45094100, 0.12000000
0.19080327, 0.23056887, 0.45862791, 0.11999997
0.18626602, 0.22506566, 0.46866825, 0.12000000
0.18138558, 0.21914934, 0.47946510, 0.11999998
0.17729789, 0.21419089, 0.48851123, 0.11999997
0.17460553, 0.21091776, 0.49447680, 0.11999997
0.17222093, 0.20801653, 0.49976262, 0.11999998
0.16980664, 0.20507991, 0.50511342, 0.11999997
0.16744401, 0.20220582, 0.51035017, 0.11999998
0.16578473, 0.20018123, 0.51403409, 0.11999997
0.16471517, 0.19886835, 0.51641649, 0.11999998
0.16801412, 0.20282997, 0.50915587, 0.11999998
0.16656381, 0.20105745, 0.51237875, 0.11999998
0.16449960, 0.19854344, 0.51695698, 0.11999997
0.16278118, 0.19644706, 0.52077192, 0.12000000
0.16130717, 0.19464369, 0.52404910, 0.11999998
0.16002722, 0.19306982, 0.52690303, 0.11999998
0.15919249, 0.19202633, 0.52878124, 0.12000000
0.15869159, 0.19138002, 0.52992839, 0.11999998
0.15826815, 0.19081976, 0.53091210, 0.12000000
0.15803753, 0.19048633, 0.53147608, 0.11999997
0.15787843, 0.19023597, 0.53188556, 0.12000000
0.15772024, 0.18998556, 0.53229427, 0.11999997
0.15755780, 0.18972911, 0.53271300, 0.11999997
0.16002190, 0.19263600, 0.52734214, 0.11999998
0.16303772, 0.19623774, 0.52072459, 0.11999997
0.16402613, 0.19740427, 0.51856953, 0.12000000
0.16868335, 0.20298587, 0.50833070, 0.12000000
0.18032455, 0.21697123, 0.48270419, 0.11999997
0.19580616, 0.23557554, 0.44861832, 0.11999998
0.19529857, 0.23494107, 0.44976032, 0.11999997
0.19222973, 0.23122615, 0.45654413, 0.12000000
0.19545867, 0.23508541, 0.44945598, 0.11999997
0.19708346, 0.23701544, 0.44590113, 0.11999997
0.19547105, 0.23505203, 0.44947705, 0.11999997
0.19361283, 0.23279424, 0.45359290, 0.12000000
0.19105293, 0.22969300, 0.45925412, 0.11999997
0.19118764, 0.22983007, 0.45898232, 0.11999997
0.18806642, 0.22605453, 0.46587899, 0.11999998
0.18204461, 0.21879299, 0.47916234, 0.11999998
0.17694838, 0.21264447, 0.49040711, 0.12000000
0.17315871, 0.20806688, 0.49877450, 0.12000000
0.17000252, 0.20425107, 0.50574630, 0.11999997
0.16719699, 0.20085646, 0.51194650, 0.12000000
0.16489197, 0.19806378, 0.51704425, 0.11999997
0.16293538, 0.19568868, 0.52137601, 0.11999997
0.16145557, 0.19388378, 0.52466071, 0.12000000
0.16031815, 0.19248466, 0.52719730, 0.12000000
0.15955856, 0.19153382, 0.52890754, 0.11999997
0.15902974, 0.19085555, 0.53011471, 0.11999998
0.15854262, 0.19021934, 0.53123808, 0.11999998
0.15841319, 0.19000538, 0.53158146, 0.11999998
0.15942270, 0.19116257, 0.52941471, 0.11999995
0.16082464, 0.19280016, 0.52637523, 0.11999997
0.16414975, 0.19675757, 0.51909274, 0.11999997
0.16456340, 0.19722889, 0.51820773, 0.11999997
0.16304785, 0.19538786, 0.52156430, 0.12000000
0.16148989, 0.19349356, 0.52501661, 0.11999998
0.16080025, 0.19263510, 0.52656466, 0.11999995
0.16077346, 0.19257011, 0.52665645, 0.12000000
0.15971898, 0.19127022, 0.52901077, 0.11999998
0.15883666, 0.19016536, 0.53099799, 0.11999998
0.15813236, 0.18926251, 0.53260523, 0.11999998
0.15797639, 0.18900704, 0.53301662, 0.12000000
0.16118525, 0.19277644, 0.52603829, 0.11999997
0.17705071, 0.21170962, 0.49123967, 0.11999998
0.19766046, 0.23632808, 0.44601151, 0.11999997
0.19692206, 0.23541583, 0.44766203, 0.11999998
0.19471370, 0.23275004, 0.45253623, 0.11999998
0.18808664, 0.22480291, 0.46711048, 0.12000000
0.18131536, 0.21668464, 0.48200002, 0.11999998
0.17587854, 0.21016240, 0.49395907, 0.11999997
0.17802519, 0.21270216, 0.48927268, 0.11999998
0.18758015, 0.22409151, 0.46832833, 0.11999998
0.19130273, 0.22851209, 0.46018520, 0.11999998
0.19371001, 0.23136163, 0.45492837, 0.11999997
0.19744992, 0.23580311, 0.44674698, 0.11999997
0.19752403, 0.23586391, 0.44661215, 0.11999997
0.19755679, 0.23587592, 0.44656721, 0.11999997
0.19737411, 0.23563077, 0.44699505, 0.11999997
0.19663566, 0.23472239, 0.44864202, 0.11999998
0.19537638, 0.23319179, 0.45143175, 0.11999997
0.19045341, 0.22729166, 0.46225497, 0.11999997
0.18263303, 0.21793538, 0.47943151, 0.12000003
