0.93426836, 0.41979228E-3, 0.37220972E-4, 0.16177466E-7, 0.0000000, 8.1852493, 15.081172, 18.122835, 131.92999
0.25459717E-3, 0.36093561E-3, 0.37220907E-4, 0.16255278E-7, 0.0000000, 8.1855059, 15.081590, 18.122873, 131.92999
0.24768928E-3, 0.34156739E-3, 0.37220849E-4, 0.16255767E-7, 0.0000000, 8.1857538, 15.081996, 18.122889, 131.92999
0.22350017E-3, 0.27258645E-3, 0.37220809E-4, 0.16256235E-7, 0.0000000, 8.1859770, 15.082362, 18.122902, 131.92999
0.24068508E-3, 0.32237882E-3, 0.37220747E-4, 0.16256688E-7, 0.0000000, 8.1862154, 15.082748, 18.122919, 131.92999
0.24444243E-3, 0.33363272E-3, 0.37220700E-4, 0.16257165E-7, 0.0000000, 8.1864605, 15.083149, 18.122938, 131.92999
0.24465285E-3, 0.33467857E-3, 0.37220638E-4, 0.16257658E-7, 0.0000000, 8.1867075, 15.083555, 18.122957, 131.92999
0.23372886E-3, 0.30360607E-3, 0.37220583E-4, 0.16258134E-7, 0.0000000, 8.1869402, 15.083933, 18.122978, 131.92999
-0.88863759E-4, 0.39862841E-3, 0.37220543E-4, 0.16258502E-7, 0.93570043E-3, 8.1868563, 15.083797, 18.123007, 131.92999
-0.34031892E-3, 0.50212967E-3, 0.37220478E-4, 0.16257859E-7, 0.16918074E-2, 8.1865158, 15.083241, 18.123053, 131.92999
-0.36789399E-4, 0.41748199E-3, 0.37220412E-4, 0.16257474E-7, 0.81509643E-3, 8.1864777, 15.083179, 18.123098, 131.92999
0.14254887E-3, 0.37496473E-3, 0.37220372E-4, 0.16257564E-7, 0.30380409E-3, 8.1866179, 15.083408, 18.123144, 131.92999
0.21633039E-3, 0.38920960E-3, 0.37220314E-4, 0.16257907E-7, 0.12206203E-3, 8.1868305, 15.083756, 18.123190, 131.92999
0.25283149E-3, 0.36104783E-3, 0.37220270E-4, 0.16258351E-7, 0.0000000, 8.1870842, 15.084168, 18.123222, 131.92999
0.24614518E-3, 0.34206168E-3, 0.37220205E-4, 0.16258829E-7, 0.0000000, 8.1873312, 15.084573, 18.123245, 131.92999
0.23352669E-3, 0.30579689E-3, 0.37220150E-4, 0.16259293E-7, 0.0000000, 8.1875629, 15.084952, 18.123264, 131.92999
