0.34587753, 1.0000000, 0.96332425, 9.4550190, 9.7597227, 9.8715544, 9.9704227, 9.9850349, 9.9948406, 19.999844, 19.999958, 19.999781, 19.976204, 0.34452596, 0.34758225, 0.34870794, 0.34970272, 0.34984958, 0.34994814, 0.34999922, 0.34999979, 0.34999889, 0.34988102, 0.96332425
0.33421510, 1.0000000, 0.92106915, 8.7099857, 9.6358976, 9.7907658, 9.9424696, 9.9703407, 9.9897041, 19.999832, 19.999958, 19.998274, 19.953739, 0.33708039, 0.34634608, 0.34790111, 0.34942335, 0.34970275, 0.34989682, 0.34999916, 0.34999979, 0.34999138, 0.34976870, 0.92106915
0.32477450, 1.0000000, 0.88686401, 8.0301695, 9.6335878, 9.7805300, 9.9264526, 9.9609823, 9.9860744, 19.999832, 19.999956, 19.994469, 19.933609, 0.33029214, 0.34632900, 0.34780180, 0.34926382, 0.34960946, 0.34986061, 0.34999916, 0.34999979, 0.34997234, 0.34966806, 0.88686401
0.31346968, 1.0000000, 0.84590459, 7.2495532, 9.5919838, 9.7528677, 9.9080257, 9.9499531, 9.9816217, 19.999832, 19.999914, 19.987789, 19.916466, 0.32246241, 0.34589356, 0.34751529, 0.34907755, 0.34949815, 0.34981576, 0.34999916, 0.34999958, 0.34993893, 0.34958231, 0.84590459
0.30609769, 1.0000000, 0.81919456, 6.7395768, 9.5641079, 9.7311525, 9.8901625, 9.9386787, 9.9767065, 19.999832, 19.999577, 19.978289, 19.902426, 0.31736642, 0.34561610, 0.34729880, 0.34889904, 0.34938547, 0.34976661, 0.34999916, 0.34999788, 0.34989145, 0.34951213, 0.81919456
0.29432037, 1.0000000, 0.77652305, 5.8912048, 9.5598011, 9.7254105, 9.8794813, 9.9310150, 9.9727449, 19.999832, 19.998674, 19.966442, 19.891314, 0.30888519, 0.34557185, 0.34724081, 0.34879211, 0.34930879, 0.34972700, 0.34999916, 0.34999338, 0.34983221, 0.34945658, 0.77652305
0.28784788, 1.0000000, 0.75307202, 5.3554926, 9.6451645, 9.7714119, 9.8862238, 9.9327269, 9.9720201, 19.999832, 19.996763, 19.953068, 19.882780, 0.30353597, 0.34643117, 0.34770375, 0.34886014, 0.34932622, 0.34971985, 0.34999916, 0.34998381, 0.34976533, 0.34941390, 0.75307202
0.28332233, 1.0000000, 0.73667508, 4.9860563, 9.6964970, 9.8010197, 9.8932962, 9.9353724, 9.9717617, 19.999651, 19.993263, 19.939106, 19.876348, 0.29984924, 0.34695175, 0.34800351, 0.34893161, 0.34935305, 0.34971738, 0.34999827, 0.34996632, 0.34969553, 0.34938174, 0.73667508
0.27617127, 1.0000000, 0.71076548, 4.5081964, 9.6436682, 9.7738352, 9.8881407, 9.9321089, 9.9697943, 19.999485, 19.987854, 19.925510, 19.871571, 0.29507089, 0.34642246, 0.34773114, 0.34887996, 0.34932035, 0.34969771, 0.34999743, 0.34993929, 0.34962755, 0.34935784, 0.71076548
0.26799923, 1.0000000, 0.68115658, 3.9462640, 9.6073093, 9.7524881, 9.8816147, 9.9280634, 9.9676237, 19.999187, 19.980331, 19.912964, 19.868053, 0.28944519, 0.34604761, 0.34751195, 0.34881353, 0.34927931, 0.34967580, 0.34999594, 0.34990165, 0.34956482, 0.34934026, 0.68115658
0.26273489, 1.0000000, 0.66208285, 3.5237377, 9.6614313, 9.7812223, 9.8867693, 9.9300575, 9.9674988, 19.998341, 19.970734, 19.901930, 19.865511, 0.28521919, 0.34658441, 0.34779710, 0.34886461, 0.34929901, 0.34967449, 0.34999171, 0.34985366, 0.34950966, 0.34932756, 0.66208285
