3.6315110, 1.2991045, -2.3324070, 1.9935231, 14.533314
3.4618046, 1.1503918, -2.3114133, 1.3431802, 14.514686
2.3552713, 1.0707394, -1.2845320, 1.2743170, 14.496239
3.0480123, 1.1556361, -1.8923761, 1.4752272, 14.478303
3.8216038, 1.2196585, -2.6019454, 1.4983904, 14.460639
3.7088504, 1.1316135, -2.5772367, 1.4024488, 14.442706
2.1459441, 0.91423529, -1.2317092, 1.4657308, 14.424774
1.4967372, 0.52302873, -0.97370839, 0.32614550, 14.388862
2.6200202, 0.65997463, -1.9600457, 0.72737956, 14.364532
2.8347425, 0.83084452, -2.0038977, 1.3563536, 14.345243
1.8999224, 0.63466811, -1.2652543, 0.82404077, 14.325817
4.1631246, 0.83302522, -3.3300991, 0.90774173, 14.298636
4.7838287, 0.91499645, -3.8688323, 0.90315801, 14.261224
4.3227439, 0.80215573, -3.5205884, 1.3496338, 14.236842
4.6268153, 1.1835861, -3.4432290, 1.6413122, 14.219101
5.3751674, 1.0718037, -4.3033643, 1.5313532, 14.201783
5.4153051, 1.0031444, -4.4121609, 1.4660732, 14.183918
5.2006273, 0.99331540, -4.2073116, 1.4048070, 14.166186
5.4829798, 1.0213586, -4.4616222, 1.4003255, 14.148015
5.4245234, 0.98465645, -4.4398661, 1.4652789, 14.130183
5.3037863, 1.0477358, -4.2560506, 1.4024358, 14.112217
6.4765139, 1.0677782, -5.4087353, 1.4939821, 14.094495
6.3106956, 1.1889925, -5.1217027, 1.6174276, 14.076875
6.0245891, 0.99109805, -5.0334907, 1.3755931, 14.059158
5.8734121, 1.2130462, -4.6603656, 1.5548083, 14.041462
6.1207418, 1.1666776, -4.9540648, 1.4573189, 14.023587
5.9205737, 1.1435558, -4.7770176, 1.3874220, 14.005645
1.1921010, 0.91143668, -0.28066432, 1.3028824, 13.987370
1.1983601, 0.90102285, -0.29733717, 1.2396046, 13.968948
1.9453248, 0.81675142, -1.1285733, 1.0022402, 13.949650
3.1527958, 0.98183447, -2.1709619, 1.1419519, 13.930173
5.2075076, 1.0873605, -4.1201472, 1.3474741, 13.910912
5.1782169, 1.0871812, -4.0910354, 1.3876483, 13.891541
4.0514274, 1.0764500, -2.9749770, 1.5397131, 13.871155
4.9252028, 1.1315124, -3.7936914, 1.5323025, 13.849566
4.5621819, 1.1808900, -3.3812923, 1.5588377, 13.825862
4.3085508, 1.1739887, -3.1345623, 1.4575963, 13.799168
4.1241260, 1.1766788, -2.9474475, 1.3740509, 13.769370
4.0763326, 1.0000607, -3.0762720, 1.2884386, 13.736096
4.0822597, 0.93193907, -3.1503205, 1.3714128, 13.701627
0.93057799, 1.1941156, 0.26353750, 1.6220466, 13.680358
5.8031383, 1.4650503, -4.3380876, 1.6480875, 13.664718
5.2158656, 1.2916813, -3.9241841, 1.4859327, 13.648562
6.5029712, 1.3750770, -5.1278944, 1.4639512, 13.632442
7.2444515, 1.5647588, -5.6796927, 1.5509349, 13.616127
6.5481529, 1.5637423, -4.9844112, 1.4788537, 13.599873
7.2609501, 1.4538703, -5.8070788, 1.5286448, 13.583219
6.9779325, 1.3977302, -5.5802011, 1.3718401, 13.566379
6.5482988, 1.3817208, -5.1665778, 1.4761719, 13.549697
7.0756640, 1.3273541, -5.7483110, 1.5356101, 13.532859
6.5023894, 1.3700579, -5.1323309, 1.3458563, 13.515862
5.7307668, 1.4241543, -4.3066125, 1.4666612, 13.498862
6.4878430, 1.4906079, -4.9972353, 1.5572869, 13.482059
5.2341032, 1.4167498, -3.8173540, 1.5584719, 13.464882
5.7221203, 1.2788336, -4.4432859, 1.5163220, 13.447018
7.3539224, 1.2390790, -6.1148434, 1.5567722, 13.429455
