0.0000000, 0.72373085E-1, 0.72373085E-1, 6.0131044, 13078.252, 0.48047550E-1, 0.28953409E-1, 0.43419678E-1, 481.04834, 11142.238, 391.48465, 1063.4801
0.0000000, 0.71212411E-1, 0.71212411E-1, 6.0118566, 13078.043, 0.45723181E-1, 0.28555464E-1, 0.42656951E-1, 480.94852, 11142.229, 391.40509, 1063.4597
0.0000000, 0.70564017E-1, 0.70564017E-1, 6.0105972, 13077.834, 0.44926856E-1, 0.28358858E-1, 0.42205162E-1, 480.84778, 11142.222, 391.32483, 1063.4391
0.0000000, 0.69957398E-1, 0.69957398E-1, 6.0093307, 13077.621, 0.44316240E-1, 0.28163584E-1, 0.41793816E-1, 480.74646, 11142.213, 391.24396, 1063.4185
0.0000000, 0.68592347E-1, 0.68592347E-1, 6.0080581, 13077.409, 0.43714888E-1, 0.27205003E-1, 0.41387342E-1, 480.64462, 11142.204, 391.16251, 1063.3976
0.0000000, 0.68154044E-1, 0.68154044E-1, 6.0067725, 13077.194, 0.42937424E-1, 0.27205778E-1, 0.40948264E-1, 480.54181, 11142.195, 391.08038, 1063.3767
0.0000000, 0.67232341E-1, 0.67232341E-1, 6.0054569, 13076.975, 0.41600145E-1, 0.26831830E-1, 0.40400509E-1, 480.43655, 11142.186, 390.99692, 1063.3553
0.20293769, 0.82447752E-1, -0.12048994, 6.0041518, 13076.756, 0.41556697E-1, 0.26645930E-1, 0.55801820E-1, 480.33212, 11142.176, 390.91345, 1063.3341
0.39478773, 0.85220203E-1, -0.30956751, 6.0029540, 13076.551, 0.44818394E-1, 0.28545544E-1, 0.56674659E-1, 480.23630, 11142.168, 390.83322, 1063.3135
0.37648046, 0.88246182E-1, -0.28823429, 6.0018053, 13076.352, 0.46106130E-1, 0.31175505E-1, 0.57070676E-1, 480.14441, 11142.160, 390.75427, 1063.2932
0.47301030, 0.10318708, -0.36982322, 6.0006657, 13076.151, 0.44710744E-1, 0.46288904E-1, 0.56898180E-1, 480.05325, 11142.151, 390.67398, 1063.2726
0.45770869, 0.10870500, -0.34900367, 5.9995012, 13075.944, 0.42040333E-1, 0.52074883E-1, 0.56630116E-1, 479.96008, 11142.142, 390.59116, 1063.2513
0.44245014, 0.11475368, -0.32769644, 5.9983430, 13075.739, 0.42689931E-1, 0.57748269E-1, 0.57005409E-1, 479.86743, 11142.133, 390.50897, 1063.2303
0.33083099, 0.11635828, -0.21447271, 5.9971876, 13075.537, 0.43695536E-1, 0.58937456E-1, 0.57420827E-1, 479.77499, 11142.124, 390.42780, 1063.2095
0.33456194, 0.10790380, -0.22665814, 5.9960284, 13075.332, 0.42839315E-1, 0.50591256E-1, 0.57312544E-1, 479.68228, 11142.115, 390.34583, 1063.1885
0.16560233, 0.10227288, -0.63329443E-1, 5.9948668, 13075.126, 0.42489957E-1, 0.44964794E-1, 0.57308085E-1, 479.58932, 11142.106, 390.26349, 1063.1674
0.14822879, 0.96607476E-1, -0.51621318E-1, 5.9936934, 13074.919, 0.41450206E-1, 0.39689641E-1, 0.56917839E-1, 479.49545, 11142.097, 390.18021, 1063.1461
0.0000000, 0.74918106E-1, 0.74918106E-1, 5.9924822, 13074.704, 0.39587796E-1, 0.34792524E-1, 0.40125582E-1, 479.39856, 11142.087, 390.09512, 1063.1243
0.0000000, 0.71841016E-1, 0.71841016E-1, 5.9912434, 13074.487, 0.38327117E-1, 0.32238889E-1, 0.39602127E-1, 479.29947, 11142.076, 390.00885, 1063.1023
0.0000000, 0.69432035E-1, 0.69432035E-1, 5.9899492, 13074.261, 0.36314711E-1, 0.30500559E-1, 0.38931474E-1, 479.19592, 11142.064, 389.92062, 1063.0800
0.0000000, 0.71086079E-1, 0.71086079E-1, 5.9886951, 13074.040, 0.37205338E-1, 0.32240421E-1, 0.38845658E-1, 479.09561, 11142.054, 389.83328, 1063.0577
0.0000000, 0.69810025E-1, 0.69810025E-1, 5.9874301, 13073.818, 0.36542211E-1, 0.31359568E-1, 0.38450457E-1, 478.99442, 11142.043, 389.74533, 1063.0353
0.0000000, 0.69245167E-1, 0.69245167E-1, 5.9861603, 13073.594, 0.36096781E-1, 0.31143731E-1, 0.38101438E-1, 478.89282, 11142.031, 389.65698, 1063.0129
0.0000000, 0.67154840E-1, 0.67154840E-1, 5.9848738, 13073.367, 0.35328019E-1, 0.29464560E-1, 0.37690282E-1, 478.78989, 11142.020, 389.56790, 1062.9902
0.0000000, 0.63002080E-1, 0.63002080E-1, 5.9834442, 13073.123, 0.31299837E-1, 0.26372388E-1, 0.36629695E-1, 478.67554, 11142.006, 389.47491, 1062.9667
0.0000000, 0.64312637E-1, 0.64312637E-1, 5.9820743, 13072.887, 0.32535888E-1, 0.27684474E-1, 0.36628164E-1, 478.56595, 11141.994, 389.38318, 1062.9435
0.0000000, 0.64366996E-1, 0.64366996E-1, 5.9806981, 13072.648, 0.32110430E-1, 0.28071888E-1, 0.36295108E-1, 478.45584, 11141.981, 389.29105, 1062.9203
0.0000000, 0.64115629E-1, 0.64115629E-1, 5.9793320, 13072.412, 0.32075692E-1, 0.28072812E-1, 0.36042817E-1, 478.34656, 11141.969, 389.19891, 1062.8970
0.0000000, 0.63789636E-1, 0.63789636E-1, 5.9779601, 13072.172, 0.31658161E-1, 0.28073747E-1, 0.35715893E-1, 478.23679, 11141.956, 389.10638, 1062.8735
0.0000000, 0.63542016E-1, 0.63542016E-1, 5.9765973, 13071.936, 0.31620439E-1, 0.28074671E-1, 0.35467345E-1, 478.12778, 11141.944, 389.01385, 1062.8501
0.0000000, 0.63051701E-1, 0.63051701E-1, 5.9752336, 13071.696, 0.31330489E-1, 0.27881466E-1, 0.35170235E-1, 478.01868, 11141.931, 388.92108, 1062.8265
0.18001407, 0.77298582E-1, -0.10271549, 5.9738693, 13071.457, 0.31042924E-1, 0.28271390E-1, 0.49027190E-1, 477.90955, 11141.917, 388.82806, 1062.8031
0.39518446, 0.78380525E-1, -0.31680393, 5.9725237, 13071.221, 0.31416450E-1, 0.29066321E-1, 0.49314205E-1, 477.80188, 11141.904, 388.73541, 1062.7795
0.36831024, 0.81578776E-1, -0.28673148, 5.9712224, 13070.990, 0.32660954E-1, 0.31805888E-1, 0.49772892E-1, 477.69778, 11141.892, 388.64404, 1062.7563
0.48105964, 0.85162535E-1, -0.39589709, 5.9699521, 13070.762, 0.33545293E-1, 0.35043050E-1, 0.50119489E-1, 477.59616, 11141.879, 388.55353, 1062.7334
0.48677677, 0.85365996E-1, -0.40141076, 5.9686942, 13070.537, 0.34102954E-1, 0.34793984E-1, 0.50572015E-1, 477.49554, 11141.867, 388.46362, 1062.7104
0.47422662, 0.88643357E-1, -0.38558328, 5.9674611, 13070.314, 0.35028499E-1, 0.37544690E-1, 0.51098671E-1, 477.39688, 11141.855, 388.37466, 1062.6879
0.35555017, 0.90710007E-1, -0.26484016, 5.9662461, 13070.095, 0.35815060E-1, 0.39133772E-1, 0.51576234E-1, 477.29968, 11141.844, 388.28647, 1062.6653
0.35139489, 0.90528682E-1, -0.26086622, 5.9650226, 13069.875, 0.35566933E-1, 0.38855385E-1, 0.51673297E-1, 477.20181, 11141.832, 388.19806, 1062.6428
0.17133179, 0.90560824E-1, -0.80770969E-1, 5.9638209, 13069.656, 0.36441475E-1, 0.38584903E-1, 0.51975917E-1, 477.10565, 11141.820, 388.11053, 1062.6204
0.14170650, 0.86368158E-1, -0.55338338E-1, 5.9625869, 13069.435, 0.35149410E-1, 0.34774490E-1, 0.51593665E-1, 477.00693, 11141.809, 388.02179, 1062.5978
0.0000000, 0.69020398E-1, 0.69020398E-1, 5.9613252, 13069.210, 0.34161337E-1, 0.32672044E-1, 0.36348354E-1, 476.90601, 11141.797, 387.93210, 1062.5748
0.0000000, 0.66368461E-1, 0.66368461E-1, 5.9600339, 13068.979, 0.33056688E-1, 0.30484743E-1, 0.35883717E-1, 476.80270, 11141.784, 387.84134, 1062.5518
0.0000000, 0.64997666E-1, 0.64997666E-1, 5.9586949, 13068.743, 0.31571448E-1, 0.29651936E-1, 0.35345729E-1, 476.69559, 11141.771, 387.74918, 1062.5284
0.0000000, 0.64025126E-1, 0.64025126E-1, 5.9573417, 13068.507, 0.30942347E-1, 0.29042585E-1, 0.34982540E-1, 476.58734, 11141.758, 387.65643, 1062.5049
0.0000000, 0.62628083E-1, 0.62628083E-1, 5.9559636, 13068.266, 0.30073687E-1, 0.28054195E-1, 0.34573890E-1, 476.47708, 11141.744, 387.56290, 1062.4811
0.0000000, 0.61452761E-1, 0.61452761E-1, 5.9545588, 13068.021, 0.29189544E-1, 0.27287992E-1, 0.34164771E-1, 476.36469, 11141.730, 387.46851, 1062.4572
0.0000000, 0.60745753E-1, 0.60745753E-1, 5.9531417, 13067.775, 0.28676052E-1, 0.26913280E-1, 0.33832472E-1, 476.25131, 11141.717, 387.37366, 1062.4331
0.0000000, 0.60801983E-1, 0.60801983E-1, 5.9517560, 13067.532, 0.29153049E-1, 0.27101429E-1, 0.33700556E-1, 476.14047, 11141.703, 387.27927, 1062.4091
0.0000000, 0.60476646E-1, 0.60476646E-1, 5.9503589, 13067.287, 0.28652688E-1, 0.27102344E-1, 0.33374302E-1, 476.02872, 11141.689, 387.18445, 1062.3850
0.0000000, 0.59707128E-1, 0.59707128E-1, 5.9489341, 13067.039, 0.27785234E-1, 0.26730129E-1, 0.32977000E-1, 475.91473, 11141.675, 387.08878, 1062.3607
0.0000000, 0.58811545E-1, 0.58811545E-1, 5.9474921, 13066.789, 0.27158700E-1, 0.26180932E-1, 0.32630611E-1, 475.79938, 11141.661, 386.99255, 1062.3363
0.0000000, 0.57699382E-1, 0.57699382E-1, 5.9460196, 13066.534, 0.26266865E-1, 0.25465909E-1, 0.32233473E-1, 475.68158, 11141.646, 386.89551, 1062.3116
0.0000000, 0.56350157E-1, 0.56350157E-1, 5.9444962, 13066.274, 0.24934459E-1, 0.24599332E-1, 0.31750824E-1, 475.55969, 11141.631, 386.79715, 1062.2867
0.0000000, 0.54692335E-1, 0.54692335E-1, 5.9429169, 13066.007, 0.23532363E-1, 0.23434995E-1, 0.31257343E-1, 475.43335, 11141.614, 386.69745, 1062.2616
0.19297948, 0.66738509E-1, -0.12624097, 5.9412999, 13065.736, 0.22542214E-1, 0.22953341E-1, 0.43785170E-1, 475.30399, 11141.599, 386.59686, 1062.2362
0.39639714, 0.68914741E-1, -0.32748240, 5.9397273, 13065.469, 0.23423333E-1, 0.24600437E-1, 0.44314303E-1, 475.17816, 11141.583, 386.49716, 1062.2111
0.39346993, 0.71822047E-1, -0.32164788, 5.9381824, 13065.206, 0.24137620E-1, 0.27104951E-1, 0.44717100E-1, 475.05460, 11141.567, 386.39816, 1062.1859
0.50427848, 0.79671726E-1, -0.42460674, 5.9366713, 13064.947, 0.24944657E-1, 0.34541331E-1, 0.45130394E-1, 474.93369, 11141.553, 386.30002, 1062.1610
0.50003338, 0.88455617E-1, -0.41157776, 5.9352436, 13064.698, 0.26956182E-1, 0.42515717E-1, 0.45939896E-1, 474.81949, 11141.538, 386.20383, 1062.1366
0.49576083, 0.94140872E-1, -0.40161997, 5.9338779, 13064.456, 0.28515993E-1, 0.47489770E-1, 0.46651103E-1, 474.71024, 11141.524, 386.10922, 1062.1125
0.37926978, 0.92493832E-1, -0.28677595, 5.9324775, 13064.211, 0.27950389E-1, 0.45548905E-1, 0.46944931E-1, 474.59821, 11141.510, 386.01410, 1062.0884
0.37684596, 0.89180261E-1, -0.28766569, 5.9310985, 13063.968, 0.28510170E-1, 0.41908808E-1, 0.47271449E-1, 474.48785, 11141.496, 385.91956, 1062.0643
0.17611216, 0.82931608E-1, -0.93180552E-1, 5.9297042, 13063.723, 0.28295372E-1, 0.35485316E-1, 0.47446288E-1, 474.37631, 11141.481, 385.82480, 1062.0402
0.16687261, 0.77200219E-1, -0.89672387E-1, 5.9282660, 13063.473, 0.27237425E-1, 0.30046854E-1, 0.47153365E-1, 474.26129, 11141.467, 385.72906, 1062.0157
0.0000000, 0.59409250E-1, 0.59409250E-1, 5.9267869, 13063.219, 0.26240654E-1, 0.26522998E-1, 0.32886252E-1, 474.14294, 11141.452, 385.63239, 1061.9912
0.0000000, 0.57172038E-1, 0.57172038E-1, 5.9252625, 13062.959, 0.25034379E-1, 0.24747431E-1, 0.32424606E-1, 474.02100, 11141.438, 385.53455, 1061.9663
0.0000000, 0.55517614E-1, 0.55517614E-1, 5.9237242, 13062.697, 0.24522532E-1, 0.23413116E-1, 0.32104500E-1, 473.89792, 11141.422, 385.43625, 1061.9413
0.0000000, 0.62145405E-1, 0.62145405E-1, 5.9223847, 13062.458, 0.28648783E-1, 0.29431565E-1, 0.32713838E-1, 473.79077, 11141.408, 385.34201, 1061.9172
