0.27307999, 0.24397314, 0.43294680, 0.50000008E-1
0.24320261, 0.18569367, 0.57110369, 0.12417634E-7
0.23598866, 0.18020923, 0.58380222, -0.49670539E-8
0.22719355, 0.17351778, 0.59928864, 0.14901161E-7
0.22280121, 0.17017291, 0.60702586, 0.24835269E-8
0.23751812, 0.18140809, 0.58107382, 0.74505806E-8
0.24868698, 0.18993847, 0.56137460, 0.12417634E-7
0.24881224, 0.19003956, 0.56114817, 0.12417634E-7
0.25088713, 0.19454008, 0.55040622, 0.41666692E-2
0.24980904, 0.19368666, 0.55233771, 0.41666641E-2
0.24260718, 0.18522157, 0.57217121, 0.12417634E-7
0.22828847, 0.17427702, 0.59743452, 0.17384687E-7
0.21571647, 0.16465501, 0.61962849, 0.17384687E-7
0.20861928, 0.15921712, 0.63216358, 0.17384687E-7
0.20495544, 0.15640651, 0.63863808, 0.99341078E-8
0.20292158, 0.15484440, 0.64223403, 0.17384687E-7
0.20506632, 0.15943831, 0.63132864, 0.41666743E-2
0.19902761, 0.15187083, 0.64910156, 0.49670539E-8
0.19771875, 0.15088718, 0.65139407, -0.24835269E-8
0.19716090, 0.15048803, 0.65235102, 0.49670539E-8
0.19676256, 0.15021701, 0.65302044, 0.49670539E-8
0.19626842, 0.14988467, 0.65384698, 0.12417634E-7
0.19596082, 0.14968815, 0.65435100, 0.12417634E-7
0.19572206, 0.14954177, 0.65473610, 0.74505806E-8
0.19549252, 0.14939977, 0.65510768, 0.24835269E-8
0.19532448, 0.14928652, 0.65538901, -0.24835269E-8
0.19512957, 0.14911860, 0.65575176, 0.14901161E-7
0.19496785, 0.14896755, 0.65606463, -0.24835269E-8
0.23747055, 0.20793247, 0.51709694, 0.37500013E-1
0.27613303, 0.26401368, 0.38485345, 0.75000010E-1
0.24524450, 0.21668631, 0.49640265, 0.41666672E-1
0.24317765, 0.21506433, 0.50009143, 0.41666683E-1
0.19915120, 0.15175049, 0.64909834, 0.0000000
0.19662786, 0.14981522, 0.65355694, 0.49670539E-8
0.19557874, 0.14899293, 0.65542835, 0.74505806E-8
0.19494700, 0.14845127, 0.65660173, 0.14901161E-7
0.20311940, 0.16056317, 0.62798411, 0.83333338E-2
0.19833790, 0.15386000, 0.64363545, 0.41666790E-2
0.19372971, 0.14728886, 0.65898144, 0.49670539E-8
0.19366597, 0.14717557, 0.65915847, 0.49670539E-8
0.19362736, 0.14708859, 0.65928406, 0.17384687E-7
0.19356956, 0.14698321, 0.65944725, 0.74505806E-8
0.19348253, 0.14684896, 0.65966851, 0.12417634E-7
0.19338399, 0.14669958, 0.65991640, 0.12417634E-7
0.19332130, 0.14657335, 0.66010541, 0.74505806E-8
0.19327801, 0.14646678, 0.66025519, -0.24835269E-8
0.19323689, 0.14636274, 0.66040033, 0.24835269E-8
0.19320874, 0.14626534, 0.66052586, 0.99341078E-8
0.19319920, 0.14617844, 0.66062230, 0.74505806E-8
0.19316828, 0.14607495, 0.66075671, 0.74505806E-8
0.19312634, 0.14596148, 0.66091222, 0.99341078E-8
0.19310617, 0.14586009, 0.66103375, 0.99341078E-8
0.19751441, 0.14913189, 0.65335363, 0.74505806E-8
0.20102556, 0.15181312, 0.64716130, 0.99341078E-8
0.19929413, 0.15056007, 0.65014583, 0.49670539E-8
0.64493167, 0.65855883E-1, 0.28921241, -0.49670539E-8
0.65976048, 0.62036276E-1, 0.27820325, 0.99341078E-8
0.67502761, 0.59079293E-1, 0.26589313, 0.17384687E-7
0.65452689, 0.62952809E-1, 0.28252032, 0.99341078E-8
0.66730952, 0.60719382E-1, 0.27197114, 0.74505806E-8
0.66162127, 0.61882410E-1, 0.27649638, 0.17384687E-7
