sample_id,treatment,gpp_sum,npp_sum,lai_mean,reco_sum,rauto_sum,rhetero_sum,npp_leaf_sum,npp_wood_sum,npp_root_sum,npp_repro_sum,litterfall_c_sum,leaf_c_end,wood_c_end,root_c_end,plant_c_end,soil_c_end,nsc_end,p_demand_sum,p_uptake_sum,p_retrans_sum,leaf_p_end,root_p_end,plant_p_end,leaf_cp_end,root_cp_end,p_net_sum,fptase_sum,p_loss_sum,labile_p_end,sorbed_p_end,strongly_sorbed_p_end,occluded_p_end,microbial_p_end,organic_p_end,total_inorganic_p_end
t001_s000,P0,1978.777222,4.823360443,0.5964232683,2233.014404,462.9147339,1770.097412,1.775842547,0.3734364212,2.673937321,0.0001393034472,37.31951523,11.93297386,1.645748734,0.006158229895,13.9525032,20644.85547,29.27237701,1208.871338,0.01312432531,0.0226924289,0.01486049127,5.210008567e-06,0.01570543833,802.999939,1182.0,5.217028618,0.08620331436,1.247776891e-05,0.3785316348,10.17257881,18.29702568,131.9299927,0.7769617438,108.8794861,160.7781372
t001_s000,P25,1978.778076,4.823515415,0.5964235067,2233.017822,462.9177246,1770.097412,1.775878429,0.3734484613,2.674048662,0.0001393050625,37.3196373,11.93300533,1.645759463,0.006158976816,13.95254612,20644.85742,29.27293587,1152.943481,0.01854240149,0.02269248106,0.01486052945,5.210640211e-06,0.01570547931,803.0,1182.0,5.217029095,0.08620331436,1.890502972e-05,0.6501755118,17.28295517,18.39580727,131.9299927,0.7769617438,108.8794861,168.2589264
t001_s000,P50,1978.778809,4.823680401,0.5964238644,2233.02124,462.9212646,1770.097412,1.775920033,0.3734614253,2.674163818,0.0001393055427,37.31973648,11.93302917,1.645771503,0.006159899756,13.95258236,20644.85742,29.27375793,1100.087402,0.02356420457,0.02269253321,0.01486056019,5.211421012e-06,0.01570551284,802.999939,1182.0,5.217028618,0.08620331436,2.540181049e-05,0.9266512394,24.36297989,18.49448776,131.9299927,0.7769617438,108.8794861,175.7141113
t001_s000,P100,1978.780396,4.824069023,0.59642452,2233.029541,462.9288635,1770.097412,1.776013732,0.3734899461,2.674429655,0.0001393045386,37.32003784,11.93309784,1.645800829,0.00616244413,13.95268345,20644.85742,29.27536583,1003.710083,0.03241239861,0.0226926785,0.01486064401,5.213573786e-06,0.01570560411,803.000061,1182.0,5.217029572,0.08620331436,3.860916331e-05,1.494578123,38.4316597,18.69077492,131.9299927,0.7769617438,108.8794861,190.5469971
t001_s001,P0,1971.901367,4.495820045,0.5939338207,1831.8479,426.2419434,1405.60791,1.613676906,0.3549244404,2.52708149,0.0001401034679,37.02893066,11.86138439,1.588882804,0.005001558457,13.82289124,21292.43359,22.47484207,1267.347046,0.009940066375,0.02253949456,0.01477133762,4.231437288e-06,0.01560393255,803.0,1181.999878,4.306303501,0.08700408041,1.033155877e-05,0.309910208,8.351621628,18.19630241,131.9299927,0.994466424,110.8788681,158.7878265
t001_s001,P25,1971.902344,4.495956421,0.593934238,1831.85437,426.2484131,1405.608032,1.61371088,0.3549348414,2.527173758,0.0001401039481,37.02904129,11.86140919,1.588894844,0.005002134014,13.82292843,21292.43359,22.47672081,1219.573242,0.01440646034,0.02253953367,0.01477136835,4.231923413e-06,0.01560396701,803.0,1182.000122,4.306303501,0.08700408041,1.675167914e-05,0.5814384818,15.49837112,18.26013947,131.9299927,0.994466424,110.8788681,166.2699432
t001_s001,P50,1971.902954,4.496054173,0.5939343572,1831.860718,426.2548828,1405.608032,1.613732696,0.3549432158,2.527242184,0.0001401052286,37.02912521,11.86142254,1.588901997,0.005002465099,13.82294941,21292.43359,22.47853279,1176.93457,0.01826383732,0.02253955416,0.01477138512,4.232203537e-06,0.01560398471,803.0,1182.000122,4.306302547,0.08700408041,2.324165871e-05,0.857822299,22.61490822,18.32363892,131.9299927,0.994466424,110.8788681,173.7263641
t001_s001,P100,1971.903564,4.496157646,0.5939347148,1831.873901,426.2659912,1405.60791,1.613757133,0.3549514413,2.527311087,0.0001401084737,37.02920914,11.86144161,1.588909984,0.005002918653,13.82297707,21292.43359,22.48148727,1105.058838,0.02446736395,0.02253960259,0.0147714084,4.232587798e-06,0.01560401078,803.000061,1182.0,4.306302547,0.08700408041,3.643592572e-05,1.425631046,36.75674057,18.44976425,131.9299927,0.9944665432,110.8788681,188.5621338
t001_s002,P0,1975.310425,4.753832817,0.5951160789,1727.759277,445.2503967,1282.504517,1.742805243,0.3720136881,2.638865471,0.0001437547762,37.21138,11.9041338,1.593046904,0.004957802128,13.86976147,21014.125,21.79582214,1291.933716,0.009816866368,0.02263122797,0.01482457574,4.19441767e-06,0.01565796696,802.999939,1182.000122,5.231226444,0.08771499246,1.01135347e-05,0.3145517707,8.475110054,18.19042778,131.9299927,0.8153393269,110.7568359,158.91008
t001_s002,P25,1975.306396,4.753693104,0.595115006,1727.765869,445.2561646,1282.504639,1.742372513,0.3720371127,2.639135361,0.000143756115,37.21134567,11.90397739,1.593058109,0.004958330654,13.86961651,21014.125,21.79740715,1242.282471,0.01437819283,0.02263123728,0.0148243811,4.194865141e-06,0.0156577751,802.999939,1182.0,5.231226921,0.08771499246,1.653331128e-05,0.5861791968,15.62176704,18.25390434,131.9299927,0.8153392673,110.7568359,166.3918457
t001_s002,P50,1975.307007,4.753798962,0.5951151252,1727.771606,445.2623596,1282.504639,1.742398024,0.3720457554,2.63920784,0.0001437564788,37.21144104,11.90399361,1.593067169,0.004958674312,13.86964226,21014.125,21.79917145,1197.723022,0.01834258996,0.02263127267,0.01482440066,4.19515618e-06,0.01565779746,803.0,1181.999878,5.231226921,0.08771499246,2.30228452e-05,0.8626601696,22.73808861,18.31761742,131.9299927,0.815339148,110.7568359,173.8483582
t001_s002,P100,1975.307373,4.753908157,0.5951154232,1727.783569,445.2738037,1282.504639,1.742426276,0.3720550537,2.639286995,0.0001437572937,37.21153259,11.90400982,1.593075991,0.004959097598,13.86966705,21014.125,21.80203247,1122.029785,0.02477240376,0.02263132483,0.01482442115,4.195514066e-06,0.01565781794,803.0,1182.0,5.231226921,0.08771499246,3.621637734e-05,1.430665255,36.87934113,18.44359589,131.9299927,0.8153392076,110.7568359,188.6835938
t001_s003,P0,1975.335693,4.753734112,0.5951262116,1727.799072,445.2887573,1282.506836,1.741785884,0.3721089065,2.63969779,0.0001437637693,37.21229172,11.90412045,1.593217134,0.004959289916,13.86991882,21014.12891,21.80300331,740.6621704,0.03891105205,0.02263175882,0.01482455898,4.195676865e-06,0.01565798558,803.0,1182.0,5.231225491,0.08771499246,5.527247413e-05,1.769172788,6.525138855,18.16140366,131.9299927,0.8153403401,110.7568512,158.3857117
t001_s003,P25,1975.340332,4.754179001,0.5951277018,1727.827881,445.3192749,1282.506836,1.742293835,0.3721087277,2.639634371,0.0001437682804,37.21250534,11.90432167,1.59322989,0.0049608876,13.87013531,21014.12891,21.81365585,645.9665527,0.04312260449,0.02263186872,0.01482480951,4.197028829e-06,0.01565824077,803.0,1181.999878,5.231225014,0.08771499246,9.546432557e-05,3.517590284,12.16024208,18.21355629,131.9299927,0.8153403997,110.7568512,165.8213806
t001_s003,P50,1975.340576,4.754274845,0.5951277614,1727.838867,445.3312073,1282.506836,1.742315769,0.3721164465,2.639700651,0.0001437679457,37.21259689,11.90433598,1.593237162,0.004961082246,13.87015629,21014.12891,21.81372643,599.2230835,0.04373114184,0.02263190784,0.0148248272,4.197192993e-06,0.01565825939,803.0,1182.0,5.231225491,0.08771499246,0.0001377744193,5.416572094,17.53108406,18.26132202,131.9299927,0.8153403401,110.7568512,173.1389771
t001_s003,P100,1975.340698,4.754367352,0.5951279998,1727.849854,445.3404846,1282.506836,1.742338657,0.3721235693,2.639761448,0.0001437684841,37.21266556,11.90434647,1.593243837,0.004961105995,13.87017345,21014.12891,21.81373787,549.0162354,0.04453475773,0.02263194323,0.01482484024,4.197213002e-06,0.01565827429,803.0,1182.0,5.231225491,0.08771499246,0.0002291259589,9.704173088,27.45567131,18.35274696,131.9299927,0.8153403401,110.7568512,187.4425812
t001_s004,P0,1975.463135,4.774651051,0.5951660872,1731.817017,449.3014221,1282.513062,1.746834755,0.3739201427,2.653751135,0.0001450434502,37.22925568,11.90800381,1.596022725,0.005007108673,13.87665558,21014.14062,22.6928997,743.5864258,0.03884666041,0.02263949253,0.01482939534,4.236132554e-06,0.01566342264,802.999939,1182.0,5.232623577,0.01272363961,5.467315714e-05,1.747156382,6.449369907,18.1605854,131.9299927,0.8153469563,110.8534088,158.2871094
t001_s004,P25,1975.463867,4.774816036,0.5951663256,1731.845947,449.3299255,1282.513062,1.746875882,0.3739326,2.653865099,0.0001450445561,37.22939682,11.9080286,1.596033692,0.00500866957,13.87669373,21014.14062,22.70321655,647.3863525,0.04318267852,0.02263956144,0.01482942607,4.23745314e-06,0.01566345803,802.999939,1182.0,5.232623577,0.01272363961,9.482390305e-05,3.493252277,12.08665562,18.21272087,131.9299927,0.8153470755,110.8534088,165.7226257
t001_s004,P50,1975.463989,4.774913788,0.595166564,1731.857422,449.3406677,1282.513062,1.74690032,0.373939544,2.653935194,0.0001450469281,37.229496,11.90804195,1.596042275,0.005008876789,13.87671566,21014.14062,22.70324326,600.0897827,0.04379551858,0.02263959497,0.01482944284,4.237628218e-06,0.0156634748,802.999939,1182.0,5.232622147,0.01272363961,0.0001370911195,5.38975811,17.46001816,18.26049232,131.9299927,0.8153470755,110.8534088,173.0402527
t001_s004,P100,1975.464844,4.775005817,0.5951667428,1731.866699,449.349762,1282.513062,1.746922612,0.3739469051,2.65399456,0.0001450485724,37.22957611,11.90805626,1.596049666,0.005008895881,13.87673664,21014.14062,22.70326233,549.4619141,0.04461830109,0.0226396285,0.01482946053,4.237644589e-06,0.01566349529,802.999939,1182.0,5.232622623,0.01272363961,0.0002283495705,9.671747208,27.38999557,18.35199547,131.9299927,0.8153471947,110.8534088,187.3437347
t001_s005,P0,1975.459839,4.774539948,0.5951639414,1735.891357,449.282074,1286.60791,1.747157454,0.3738654852,2.653369427,0.0001450156706,37.22898483,11.90813732,1.595927,0.005008332897,13.87669563,21009.21094,22.70348167,744.2502441,0.03881625459,0.0226393491,0.01482956111,4.237168469e-06,0.01566357166,803.0,1182.0,5.228678703,0.01272489782,5.46102965e-05,1.745594144,6.443987846,18.16049767,131.9299927,0.8155865669,110.86026,158.2800751
t001_s005,P25,1975.455322,4.774427891,0.5951629877,1735.918091,449.310791,1286.608154,1.746729255,0.3738905191,2.653664112,0.0001450213895,37.2289772,11.9079628,1.59593761,0.005009809043,13.87653351,21009.21094,22.71342468,647.84552,0.04318425059,0.02263933606,0.01482934412,4.23841675e-06,0.01566335745,802.999939,1182.000122,5.22867918,0.01272489782,9.475693514e-05,3.491512299,12.08139038,18.21263885,131.9299927,0.8155866265,110.86026,165.7155304
t001_s005,P50,1975.455688,4.774523258,0.5951631665,1735.93042,449.3218994,1286.608154,1.74675262,0.3738982081,2.653729916,0.0001450213604,37.22907257,11.90797615,1.59594512,0.005010013934,13.87655354,21009.21094,22.71347427,600.4810791,0.04379912093,0.02263937332,0.01482936088,4.238590918e-06,0.01566337608,802.999939,1181.999878,5.22867918,0.01272489782,0.0001370200771,5.387833118,17.45491219,18.26041031,131.9299927,0.8155866265,110.86026,173.0331421
t001_s005,P100,1975.456299,4.774616241,0.5951631665,1735.94043,449.3313904,1286.608154,1.746774793,0.3739055097,2.653790712,0.0001450235723,37.22913361,11.90799141,1.595950961,0.005010033492,13.87657452,21009.21094,22.71349907,549.7811279,0.04461482912,0.02263939753,0.01482937951,4.238607289e-06,0.0156633947,803.0,1181.999878,5.22867918,0.01272489782,0.0002282697242,9.669415474,27.38526726,18.35190964,131.9299927,0.8155868053,110.86026,187.3365784
t001_s006,P0,1975.459839,4.774539948,0.5951639414,1735.891357,449.282074,1286.60791,1.747157454,0.3738654852,2.653369427,0.0001450154523,37.22898483,11.90813732,1.595927,0.005008332897,13.87669563,21009.21094,22.70348167,744.2547607,0.03881582618,0.0226393491,0.01482956111,4.237168469e-06,0.01566357166,803.0,1182.0,5.228678703,0.01272489782,0.000376727432,1.745519996,6.443732738,18.16049385,131.9299927,0.8155865669,110.86026,158.2797394
t001_s006,P25,1975.455322,4.774427891,0.5951629877,1735.918091,449.310791,1286.608154,1.746729255,0.3738905191,2.653664112,0.0001450212294,37.2289772,11.9079628,1.59593761,0.005009809043,13.87653351,21009.21094,22.71342468,647.848877,0.04318406433,0.02263933606,0.01482934412,4.23841675e-06,0.01566335745,802.999939,1182.000122,5.22867918,0.01272489782,0.0006536787259,3.491371155,12.08096313,18.21263504,131.9299927,0.8155866265,110.86026,165.7149658
t001_s006,P50,1975.455688,4.774523258,0.5951631665,1735.93042,449.3218994,1286.608154,1.74675262,0.3738982081,2.653729916,0.0001450213604,37.22907257,11.90797615,1.59594512,0.005010013934,13.87655354,21009.21094,22.71347427,600.4824829,0.04379910976,0.02263937332,0.01482936088,4.238590918e-06,0.01566337608,802.999939,1181.999878,5.22867918,0.01272489782,0.000945228443,5.387604713,17.45430374,18.26041031,131.9299927,0.8155866265,110.86026,173.0323181
t001_s006,P100,1975.456299,4.774616241,0.5951631665,1735.94043,449.3313904,1286.608154,1.746774793,0.3739055097,2.653790712,0.0001450235723,37.22913361,11.90799141,1.595950961,0.005010033492,13.87657452,21009.21094,22.71349907,549.7826538,0.04461482167,0.02263939753,0.01482937951,4.238607289e-06,0.0156633947,803.0,1181.999878,5.22867918,0.01272489782,0.001574709313,9.668967247,27.38436127,18.35190392,131.9299927,0.8155868053,110.86026,187.3352356
t001_s007,P0,1975.459839,4.774539948,0.5951639414,1735.891357,449.282074,1286.60791,1.747157454,0.3738654852,2.653369427,0.0001450154523,37.22898483,11.90813732,1.595927,0.005008332897,13.87669563,21009.21094,22.70348167,744.2547607,0.03881582618,0.0226393491,0.01482956111,4.237168469e-06,0.01566357166,803.0,1182.0,5.228678703,0.01272489782,0.000376727432,1.745519996,6.443732738,18.16049385,131.9299927,0.8155865669,110.86026,158.2797394
t001_s007,P25,1975.455322,4.774427891,0.5951629877,1735.918091,449.310791,1286.608154,1.746729255,0.3738905191,2.653664112,0.0001450212294,37.2289772,11.9079628,1.59593761,0.005009809043,13.87653351,21009.21094,22.71342468,647.848877,0.04318406433,0.02263933606,0.01482934412,4.23841675e-06,0.01566335745,802.999939,1182.000122,5.22867918,0.01272489782,0.0006536787259,3.491371155,12.08096313,18.21263504,131.9299927,0.8155866265,110.86026,165.7149658
t001_s007,P50,1975.455688,4.774523258,0.5951631665,1735.93042,449.3218994,1286.608154,1.74675262,0.3738982081,2.653729916,0.0001450213604,37.22907257,11.90797615,1.59594512,0.005010013934,13.87655354,21009.21094,22.71347427,600.4824829,0.04379910976,0.02263937332,0.01482936088,4.238590918e-06,0.01566337608,802.999939,1181.999878,5.22867918,0.01272489782,0.000945228443,5.387604713,17.45430374,18.26041031,131.9299927,0.8155866265,110.86026,173.0323181
t001_s007,P100,1975.456299,4.774616241,0.5951631665,1735.94043,449.3313904,1286.608154,1.746774793,0.3739055097,2.653790712,0.0001450235723,37.22913361,11.90799141,1.595950961,0.005010033492,13.87657452,21009.21094,22.71349907,549.7826538,0.04461482167,0.02263939753,0.01482937951,4.238607289e-06,0.0156633947,803.0,1181.999878,5.22867918,0.01272489782,0.001574709313,9.668967247,27.38436127,18.35190392,131.9299927,0.8155868053,110.86026,187.3352356
t001_s008,P0,1989.522705,4.79697752,0.6001566648,1738.726074,452.2917786,1286.430298,2.099355936,0.3777998984,2.319671869,0.000145558035,37.17038727,12.10220528,1.600085735,0.004403817002,14.07431793,21009.20312,23.06547928,817.090332,0.03475375846,0.02267203853,0.01507123839,3.725733905e-06,0.01590556838,803.000061,1181.999878,5.228378773,0.0127248764,0.000376835349,1.746488094,6.447067738,18.16052628,131.9299927,0.8155998588,110.8602829,158.2840729
t001_s008,P25,1989.52417,4.797123909,0.6001569629,1738.747314,452.3144531,1286.430298,2.099406481,0.3778114319,2.31975913,0.0001455591264,37.17048645,12.10223103,1.600096941,0.004404413048,14.07435417,21009.20312,23.06992912,724.9755249,0.04192215577,0.02267208882,0.01507127099,3.726237765e-06,0.01590560377,803.0,1182.0,5.228378296,0.0127248764,0.0006537839654,3.491746902,12.08209991,18.21265602,131.9299927,0.8156000376,110.8602829,165.7164917
t001_s008,P50,1989.519897,4.796938896,0.6001559496,1738.763794,452.3303528,1286.43042,2.098983049,0.3778314292,2.319978237,0.000145562939,37.17051697,12.10206032,1.600104451,0.004405051935,14.07419205,21009.20312,23.0756588,674.7504272,0.04365834594,0.02267205156,0.01507105771,3.726778232e-06,0.01590539329,803.000061,1182.0,5.22837925,0.0127248764,0.0009452818194,5.387732506,17.45464516,18.26042175,131.9299927,0.8155998588,110.8602829,173.0327911
t001_s008,P100,1989.520874,4.79704237,0.6001562476,1738.774658,452.3411255,1286.430542,2.099017859,0.3778401017,2.320035934,0.0001455607271,37.17057037,12.1020813,1.60011375,0.004405318294,14.07422256,21009.20312,23.07570267,622.8001099,0.0443370901,0.02267209254,0.01507108379,3.727004014e-06,0.01590542123,803.000061,1181.999878,5.228378773,0.0127248764,0.001574640861,9.669193268,27.38481712,18.35190201,131.9299927,0.8155998588,110.8602829,187.335907
t001_s009,P0,1989.516357,4.796452045,0.6001547575,1738.719971,452.2843628,1286.430786,2.098703146,0.3778280914,2.319776773,0.0001455587189,37.17021942,12.10213566,1.60010016,0.004403625615,14.07426262,21009.20312,23.06401062,788.1129761,0.03703725711,0.02267194912,0.01507115178,3.72557156e-06,0.01590548456,803.000061,1182.0,5.228378296,0.0127248764,0.0003767612216,1.745949984,6.445213795,18.16051483,131.9299927,0.8156000972,110.8602829,158.2816772
t001_s009,P25,1989.51709,4.796611786,0.6001550555,1738.746704,452.3150024,1286.430786,2.098757982,0.3778401315,2.319866896,0.0001455603488,37.17033005,12.10216999,1.600113511,0.004405019805,14.07431126,21009.20312,23.07584381,677.3217163,0.04362545162,0.02267200314,0.01507119462,3.726751174e-06,0.01590553112,803.000061,1182.0,5.228378773,0.0127248764,0.0006536313449,3.49130702,12.08076859,18.21263504,131.9299927,0.8156000376,110.8602829,165.7147064
t001_s009,P50,1989.518066,4.796723843,0.6001554728,1738.76001,452.3269958,1286.430664,2.098795414,0.3778479993,2.31993556,0.0001455606689,37.17045975,12.10219574,1.600122452,0.004405351821,14.07434559,21009.20312,23.07593536,617.8051758,0.04439536855,0.02267205156,0.01507122628,3.727032208e-06,0.01590556465,803.000061,1181.999878,5.228378296,0.0127248764,0.0009450833895,5.38749361,17.45401192,18.26039124,131.9299927,0.8155999184,110.8602829,173.0318909
t001_s009,P100,1989.514526,4.796554565,0.6001542807,1738.77417,452.3406982,1286.430786,2.098378181,0.3778696358,2.320164442,0.0001455659803,37.17048645,12.10203648,1.600131392,0.00440532295,14.07419491,21009.20312,23.07564735,549.4391479,0.0464508757,0.02267201617,0.01507102791,3.727007879e-06,0.01590536907,803.000061,1181.999878,5.22837925,0.0127248764,0.001574366703,9.668450356,27.38331032,18.35187721,131.9299927,0.815599978,110.8602829,187.3336334
t001_s010,P0,4182.461914,1619.376587,2.414359093,2555.138428,1040.61377,1514.519653,411.0698547,321.9064941,763.6190796,122.7799835,872.5322876,180.5363007,319.6264038,189.6428375,793.7623901,21616.125,88.2492981,276.0900269,1.159114838,0.4212593734,0.2248272598,0.1604423225,0.5935793519,803.000061,1182.000122,4.890889168,0.01273105852,0.0003568351094,1.419626713,5.306902885,18.15816307,131.9299927,1.125185251,111.610611,156.814682
t001_s010,P25,4737.609863,2346.275391,3.322666407,2790.100098,1088.373413,1701.720215,578.8818359,491.0410461,1074.276733,202.0756531,1301.59314,222.4738617,485.2584534,222.7371521,1091.596436,21857.89453,70.42571259,245.7653351,1.59727931,0.6216964722,0.277053386,0.188440904,0.7863334417,803.0,1182.0,4.720050812,0.01273612119,0.0006430394133,2.983531475,10.51540947,18.21638489,131.9299927,1.292032003,112.0044098,163.6453247
t001_s010,P50,5059.660645,2673.869873,3.989586115,2903.815674,1108.660645,1795.148071,655.7636719,571.114502,1215.98938,231.0010071,1483.514282,252.2718353,567.5895996,233.3308105,1237.272217,21946.09375,72.16571808,234.0223846,1.786043048,0.705178082,0.3141616881,0.1974034011,0.8807496428,803.0,1182.0,4.713232994,0.01273728255,0.0009686732083,4.772871017,15.78894615,18.27578163,131.9299927,1.337926388,112.1048584,170.7675934
t001_s010,P100,5246.010254,2860.856445,4.408666611,2985.4375,1133.673706,1851.762695,699.8522339,618.276123,1293.933838,248.7953949,1596.807129,265.2325134,613.465271,236.178421,1310.970947,22002.74219,75.27945709,224.6795044,1.896538377,0.7575098276,0.330302,0.1998125464,0.9251614809,803.0,1182.0,4.695225239,0.01273864601,0.001674677129,8.879393578,25.74538803,18.3870697,131.9299927,1.367447734,112.1812515,184.9418488
t001_s011,P0,4200.945801,1565.334961,2.475210667,2540.474854,1021.883179,1518.600586,439.1227112,237.2099609,767.7022095,121.2994461,888.9232788,191.4072723,233.6375732,195.5550079,723.317749,21628.45703,85.34738922,275.6474915,1.177839637,0.4319594502,0.2383652031,0.1654441506,0.593200624,803.000061,1182.000122,4.888700962,0.01273108181,0.000357294135,1.41499579,5.290541649,18.15824318,131.9299927,1.129247069,111.6231232,156.7937775
t001_s011,P25,4873.26416,2461.041748,3.878672361,2803.931396,1048.75354,1755.171631,673.0671997,403.6850586,1167.62085,216.6679688,1431.562256,266.4503174,395.3095093,242.3836365,1076.383667,21934.17188,74.38993835,245.5887299,1.749728084,0.6864777207,0.3318185806,0.2050622851,0.8551653624,803.0,1182.000122,4.733391285,0.01273541991,0.0006517075817,2.949210882,10.40750599,18.21921158,131.9299927,1.320985436,112.0587997,163.5059204
t001_s011,P50,5166.348145,2751.743896,4.575095177,2935.465576,1089.05957,1846.407837,748.0378418,455.8053589,1305.506104,242.3940735,1618.853516,288.5575256,450.8420105,248.241684,1179.796143,22030.27344,80.8837204,233.9171753,1.932263374,0.7733775973,0.3593493402,0.2100183517,0.9264178276,803.0,1182.0,4.702718258,0.01273702551,0.0009810096817,4.730449677,15.67142868,18.27871895,131.9299927,1.373374104,112.1864166,170.6105957
t001_s011,P100,5362.004395,2941.508301,5.01356554,3027.233398,1122.150024,1905.091309,798.5282593,492.0115967,1391.127319,259.8395081,1743.78064,301.9377747,485.6254578,253.0381317,1244.628052,22096.58203,79.54730988,224.639328,2.051671982,0.8320047259,0.3760122061,0.2140762508,0.9705840349,802.999939,1182.0,4.665578365,0.01273895334,0.001688461867,8.819010735,25.61683655,18.3910141,131.9299927,1.410087585,112.2877045,184.7568512
t001_s012,P0,3851.955322,1009.07373,1.981201649,1979.700073,880.819458,1098.881226,289.1809692,146.3058624,512.3422852,61.24404907,577.0285034,143.9698944,143.2442017,138.0725403,478.9068909,21802.0918,82.48786163,319.6972046,0.7750584483,0.2823690474,0.1792900264,0.1168126389,0.3992240429,803.0,1182.0,3.344827175,0.003753837198,0.0002933618671,1.111352086,4.20476675,18.14340782,131.9299927,0.728159368,113.2663803,155.3895264
t001_s012,P25,4504.312012,2023.334839,3.031473875,2280.420654,976.024231,1304.399902,560.1804199,320.535553,969.7927246,172.8263855,1171.937866,223.7458344,313.3604736,220.9830322,898.2619629,22191.15234,56.61825943,273.509491,1.479885101,0.5659707189,0.2786374092,0.1869568825,0.7229506373,803.0,1182.0,3.013890505,0.003755423939,0.000564207905,2.545733929,9.118355751,18.20051193,131.9299927,0.9663794041,113.906601,161.7945862
t001_s012,P50,4993.443848,2514.142822,4.107008934,2433.171143,995.8184204,1437.355835,687.987793,413.1932068,1192.635498,220.3272858,1477.428833,268.7511902,406.1941528,233.8681793,1083.577759,22363.72266,63.91125107,253.6363678,1.778753877,0.7074691653,0.3346839547,0.1978580058,0.8565089703,802.999939,1182.000122,2.892069578,0.003756510792,0.0008840837982,4.233252048,14.2680769,18.26062202,131.9299927,1.056052208,114.1858063,168.6919403
t001_s012,P100,5237.351562,2734.122559,4.658416748,2539.904297,1033.870117,1506.037231,743.9894409,453.9981079,1295.879639,240.2531586,1624.343872,282.9714966,448.1323853,236.2976532,1156.642334,22442.03516,68.67692566,239.8481598,1.91523838,0.7756983638,0.3523928821,0.1999133974,0.9047671556,803.000061,1182.000122,2.832091093,0.00375722535,0.00157910469,8.207065582,24.28715324,18.37342644,131.9299927,1.096097708,114.3231888,182.7976379
t001_s013,P0,1971.723755,3.575516701,0.593875289,420.4472046,284.2597961,136.186615,1.669252753,0.205810219,1.700340271,0.0001078498535,36.38894653,11.88024426,1.305683136,0.13387236,13.6874218,23112.88281,4.192756176,1453.430298,3.205557368e-05,0.02226588689,0.01479482464,0.0001132591933,0.01567980647,803.0,1182.0,-0.3341246545,0.003724797163,1.548764459e-07,8.732813876e-05,0.0003454716061,18.08860207,131.9299927,6.184700489,119.1925812,150.0190277
t001_s013,P25,2133.188232,99.1492157,0.6707773209,1720.17041,409.4048767,1310.762695,33.66823959,10.59457684,53.36339569,1.523069263,67.25418854,40.39528275,8.351758003,29.28124237,78.39590454,21968.30078,59.39899063,911.2578125,0.1308639199,0.0363648124,0.05030545592,0.02477262355,0.07725901902,803.000061,1182.0,0.7859182358,0.003741076682,0.0002483901917,1.788100958,6.590177059,18.13044167,131.9299927,5.750384808,118.0762634,158.4387207
t001_s013,P50,3090.427979,874.2421875,1.440176129,1990.214966,620.2477417,1369.970459,253.1501465,134.1220856,427.6786499,59.29124451,441.1999207,143.019043,124.174675,163.6281433,479.5432129,22282.86719,87.40382385,665.3380737,0.7213673592,0.2182959318,0.1781059206,0.1384332925,0.4090426862,802.999939,1182.0,0.6561429501,0.0037413151,0.0005134738749,3.331405163,11.59401703,18.18424797,131.9299927,5.861963749,118.3931961,165.0396729
t001_s013,P100,3932.729492,1485.371704,2.403819084,2359.707031,878.5408325,1481.162964,419.4959106,233.459549,718.6825562,113.7333298,791.9216919,209.5737,226.8669739,206.8196106,739.9522095,22522.33398,73.87362671,523.4938965,1.143195152,0.3846159577,0.2609884143,0.1749742776,0.6156305075,803.0,1182.000122,0.3720083535,0.003742125351,0.001113806618,6.972396374,21.44629478,18.28868103,131.9299927,6.101585388,118.8531342,178.6373596
t001_s014,P0,1971.723633,3.575514078,0.5938752294,420.4574585,284.259491,136.197052,1.669251084,0.2058101296,1.700339556,0.000107850763,36.38894653,11.88024235,1.305683136,0.1338722855,13.68741989,23112.86719,4.192736149,1453.429688,3.205589746e-05,0.02226588689,0.01479482185,0.0001132591278,0.01567980461,803.0,1182.0,-0.3341477811,0.003724797163,1.548798281e-07,8.732641436e-05,0.0003454647667,18.0885849,131.9299927,6.184739113,119.1926041,150.0190125
t001_s014,P25,2135.357178,100.4153214,0.6718665361,1720.963745,410.1748352,1310.787354,34.0721817,10.80836391,53.96831512,1.566461563,67.68169403,40.75951004,8.477161407,29.63023567,79.23452759,21968.69531,59.83346558,910.4880371,0.1319538355,0.03656040132,0.05075903609,0.02506788075,0.07803294063,803.000061,1182.0,0.7858256698,0.003741076915,0.0002492694184,1.797478199,6.622363567,18.08973885,131.9299927,5.75047493,118.0765686,158.4395752
t001_s014,P50,3092.096924,875.6329346,1.442070484,1990.819702,620.6832886,1370.139038,253.5256348,134.3636475,428.3402405,59.40365982,441.846344,143.2502441,124.4061584,163.8087921,480.2877197,22283.35547,87.29946136,665.0185547,0.7223026156,0.2185955793,0.1783938259,0.1385861039,0.4096701741,803.0,1182.000122,0.6557948589,0.00374131673,0.0005155446706,3.352609158,11.65888596,18.09482765,131.9299927,5.862247467,118.3939133,165.0363159
