parameter_id,parameter_name_cn,primary_process,evaluated_process,case,metric,mu,mu_star,sigma,n_effects
s_alloc_el,叶片分配权重,碳分配与库周转,土壤磷动态,P25,total_inorganic_p_end,-0.0443547583333365,0.20298260833333379,0.34429134474420653,20
s_alloc_el,叶片分配权重,碳分配与库周转,碳分配与库周转,P25,wood_c_end,55.452644367058326,64.35060208172499,108.36426777098862,20
s_alloc_el,叶片分配权重,碳分配与库周转,植物磷需求与获取,P50,fptase_sum,-3.5100241333330354e-05,4.256136700000011e-05,0.0001259082831723387,20
s_alloc_el,叶片分配权重,碳分配与库周转,碳获取与呼吸,P50,gpp_sum,301.08524070833323,349.00988254166657,569.5483837901121,20
s_alloc_el,叶片分配权重,碳分配与库周转,土壤磷动态,P50,labile_p_end,-0.0007356831833333536,0.11146719965000011,0.2011516783560264,20
s_alloc_el,叶片分配权重,碳分配与库周转,碳获取与呼吸,P50,lai_mean,0.68657637682,0.70877383202,1.163603867840166,20
s_alloc_el,叶片分配权重,碳分配与库周转,碳分配与库周转,P50,leaf_c_end,39.96630291857258,45.30796852171725,73.59050230441164,20
s_alloc_el,叶片分配权重,碳分配与库周转,植物磷需求与获取,P50,leaf_cp_end,5.0833333299730556e-06,8.641666660954192e-05,0.00011650298660758989,20
s_alloc_el,叶片分配权重,碳分配与库周转,植物磷需求与获取,P50,leaf_p_end,0.04977123588587333,0.056423373491301665,0.09164446563047399,20
s_alloc_el,叶片分配权重,碳分配与库周转,碳分配与库周转,P50,litterfall_c_sum,60.24537929891667,127.11042504458337,212.2360624794592,20
s_alloc_el,叶片分配权重,碳分配与库周转,土壤磷动态,P50,microbial_p_end,-0.01124592597499994,0.06812795980833314,0.12366306135374616,20
s_alloc_el,叶片分配权重,碳分配与库周转,碳分配与库周转,P50,npp_leaf_sum,143.11946881375835,149.11603873507502,201.2868735955358,20
s_alloc_el,叶片分配权重,碳分配与库周转,碳分配与库周转,P50,npp_repro_sum,38.56843864825785,39.39132113579269,70.0433342209136,20
s_alloc_el,叶片分配权重,碳分配与库周转,碳分配与库周转,P50,npp_root_sum,-57.45617989349167,103.48146891015831,173.15696021131447,20
s_alloc_el,叶片分配权重,碳分配与库周转,碳获取与呼吸,P50,npp_sum,179.83899242875003,249.37484619675,412.6390663219068,20
s_alloc_el,叶片分配权重,碳分配与库周转,碳分配与库周转,P50,npp_wood_sum,55.60687257150835,65.10602331849168,108.94457398779376,20
s_alloc_el,叶片分配权重,碳分配与库周转,碳分配与库周转,P50,nsc_end,-0.7355128874999987,10.955080835833332,20.89450273709921,20
s_alloc_el,叶片分配权重,碳分配与库周转,土壤磷动态,P50,occluded_p_end,-3.808333332244729e-06,6.35833333243833e-06,1.7057545788560464e-05,20
s_alloc_el,叶片分配权重,碳分配与库周转,土壤磷动态,P50,organic_p_end,-0.05322454999999593,0.19482865000000044,0.37312530172335223,20
s_alloc_el,叶片分配权重,碳分配与库周转,植物磷需求与获取,P50,p_demand_sum,29.68403981566663,29.68403981566663,36.13997762604765,20
s_alloc_el,叶片分配权重,碳分配与库周转,土壤磷动态,P50,p_loss_sum,5.2265174394999976e-05,5.9196038741666613e-05,0.00012793743799650517,20
s_alloc_el,叶片分配权重,碳分配与库周转,土壤磷动态,P50,p_net_sum,0.11195524574999975,0.1637050507499998,0.3959380152194387,20
s_alloc_el,叶片分配权重,碳分配与库周转,植物磷需求与获取,P50,p_retrans_sum,0.03918358144733333,0.06270204717216667,0.10389122549329419,20
s_alloc_el,叶片分配权重,碳分配与库周转,植物磷需求与获取,P50,p_uptake_sum,0.15756327269620002,0.19627347599213335,0.293171399554869,20
s_alloc_el,叶片分配权重,碳分配与库周转,碳分配与库周转,P50,plant_c_end,119.04755767333333,133.687506269,224.90600611078565,20
