7.6602383, -13.295511, -20.955748
7.7028689, -.51358747, -8.2164574
8.1549578, .31254581, -7.8424110
7.7230473, .30079713, -7.4222503
6.2666740, -.13971022, -6.4063845
5.4258280, -.24635445, -5.6721826
5.8295183, .30904439, -5.5204749
5.0345569, -1.4520528, -6.4866095
4.5874453, -.64023584, -5.2276821
6.4501576, .38164312, -6.0685148
7.1310983, .25336891, -6.8777289
6.8867230, -.40120924, -7.2879329
7.1551414, .16610284, -6.9890385
7.6806731, .40477738, -7.2758961
7.7469115, .37819949, -7.3687110
7.9112234, .40548187, -7.5057406
7.9079037, .38082895, -7.5270753
7.9138699, .42170101, -7.4921694
7.6222262, .38617766, -7.2360487
7.3150010, .41584364, -6.8991580
8.2058945, .37449574, -7.8313985
8.1404457, .42422974, -7.7162166
6.7800899, .42662907, -6.3534613
8.0409575, .43771419, -7.6032429
7.4974999, .45669445, -7.0408053
6.0891628, .46496496, -5.6241984
6.9871817, .48778909, -6.4993916
5.6410184, .49687085, -5.1441474
4.1574936, -.13078397E-01, -4.1705723
3.1508858, .39450279, -2.7563832
5.1102362, .48655698, -4.6236792
6.0667768, .53609908, -5.5306773
5.3487172, .55661821, -4.7920995
6.8603082, .48117182, -6.3791370
6.4496474, .47764918, -5.9719977
5.8015962, .44374025, -5.3578568
6.7128081, .51003879, -6.2027698
6.7870784, .57924187, -6.2078362
7.8851833, .56915152, -7.3160315
7.2040930, .57778716, -6.6263046
8.3357620, .51778454, -7.8179779
7.6205273, .55265343, -7.0678730
8.1239538, .56747723, -7.5564756
8.4777021, .54621220, -7.9314899
8.0551662, .62259197, -7.4325738
8.1393318, .63861185, -7.5007195
7.9638438, .65057397, -7.3132696
7.5015283, .69050092, -6.8110280
7.2998948, .67093456, -6.6289601
7.1268525, .65502548, -6.4718275
7.2186952, .70163584, -6.5170603
6.9392061, .72217661, -6.2170296
5.2152305, .73408663, -4.4811430
7.6394873, .70243335, -6.9370527
8.3269320, .71210277, -7.6148295
8.6246815, .53087157, -8.0938091
8.7308483, .51754981, -8.2132988
8.2062178, .51796985, -7.6882477
7.6601229, .51673782, -7.1433859
7.7143903, .55120379, -7.1631866
7.2696180, .56255794, -6.7070608
6.5616250, .63164234, -5.9299827
5.7677975, .64507186, -5.1227250
5.8739853, .68827307, -5.1857128
5.9291987, .71772426, -5.2114754
6.8814564, .74506015, -6.1363964
5.9400558, .70964527, -5.2304106
8.5923510, .57464653, -8.0177031
9.1719913, .50571603, -8.6662722
9.1806297, .48912415, -8.6915045
