204.31316, 6399.6689, 241.60655, 473.91742, 323.33841, 1193.9473, 224.29266, 4578.1255, 2692.4932, .30950414E-01, .64287737E-01, 9.3999958, -.20503129E-02
204.25175, 6399.6445, 240.62138, 473.82773, 324.73273, 1194.7587, 224.74516, 4578.3247, 2692.5840, .28900100E-01, .60030911E-01, 9.3999929, -.38251840E-03
204.20840, 6399.6396, 239.69250, 473.75031, 326.12564, 1195.5734, 224.83171, 4578.3618, 2692.6016, .28517582E-01, .59236702E-01, 9.3999872, -.34792844E-03
204.14810, 6399.6162, 238.74167, 473.66412, 327.51456, 1196.3861, 224.91319, 4578.3970, 2692.6179, .28169656E-01, .58514316E-01, 9.3999825, -.16252490E-02
204.08328, 6399.5884, 237.79129, 473.57596, 328.89719, 1197.1929, 225.28024, 4578.5552, 2692.6907, .26544407E-01, .55139728E-01, 9.3999825, -.18629582E-02
203.99805, 6399.5376, 236.76810, 473.47107, 330.27502, 1197.9968, 225.70157, 4578.7397, 2692.7747, .24681447E-01, .51271357E-01, 9.3999825, -.19906396E-03
203.93646, 6399.5122, 235.80161, 473.37994, 331.65125, 1198.8054, 225.75494, 4578.7632, 2692.7859, .24482384E-01, .50857998E-01, 9.3999825, -.54850942E-02
203.84349, 6399.4521, 234.77016, 473.27008, 333.01450, 1199.5936, 226.97972, 4579.2910, 2693.0266, .18997284E-01, .39467014E-01, 9.3999825, -.29161526E-02
203.65547, 6399.3330, 233.62630, 473.12872, 334.40051, 1200.4072, 227.63805, 4579.5732, 2693.1558, .16081134E-01, .33410210E-01, 9.3999825, -.11332417E-03
203.53456, 6399.2886, 232.64050, 473.02756, 335.78650, 1201.2290, 227.67448, 4579.5879, 2693.1628, .15967805E-01, .33174817E-01, 9.3999825, -.56438043E-03
203.46063, 6399.2490, 231.67409, 472.92950, 337.14423, 1202.0278, 227.81044, 4579.6450, 2693.1890, .15403424E-01, .32002538E-01, 9.3999815, -.24919214E-02
203.38539, 6399.2080, 230.71793, 472.83160, 338.49463, 1202.8182, 228.37491, 4579.8857, 2693.2993, .12911503E-01, .26826307E-01, 9.3999805, -.72802464E-03
203.27626, 6399.1284, 229.69824, 472.71448, 339.84357, 1203.6132, 228.54802, 4579.9595, 2693.3333, .12183478E-01, .25313972E-01, 9.3999777, -.17491894E-03
203.20259, 6399.0889, 228.78098, 472.62082, 341.18930, 1204.4078, 228.59779, 4579.9795, 2693.3430, .12008560E-01, .24950609E-01, 9.3999748, -.17374953E-03
203.09828, 6399.0142, 227.80780, 472.50986, 342.53082, 1205.2008, 228.64742, 4580.0000, 2693.3528, .11834810E-01, .24589667E-01, 9.3999720, -.18107258E-03
203.01598, 6398.9644, 226.91354, 472.41534, 343.86819, 1205.9918, 228.69867, 4580.0210, 2693.3625, .11653737E-01, .24213515E-01, 9.3999691, -.19344722E-03
202.86353, 6398.8833, 225.96631, 472.30469, 345.22464, 1206.8002, 228.75253, 4580.0435, 2693.3728, .11460290E-01, .23811651E-01, 9.3999662, -.17853119E-03
202.77614, 6398.8271, 225.09731, 472.21054, 346.55399, 1207.5879, 228.80353, 4580.0645, 2693.3826, .11281758E-01, .23440769E-01, 9.3999634, -.17072575E-03
202.65945, 6398.7383, 224.15979, 472.09793, 347.87939, 1208.3735, 228.85291, 4580.0835, 2693.3921, .11111030E-01, .23086103E-01, 9.3999634, -.16248936E-03
202.56660, 6398.6758, 223.29796, 472.00165, 349.20084, 1209.1580, 228.90070, 4580.1035, 2693.4001, .10948542E-01, .22748547E-01, 9.3999634, -.20443588E-03
202.43752, 6398.5728, 222.34142, 471.88126, 350.51834, 1209.9402, 228.95769, 4580.1250, 2693.4099, .10744106E-01, .22323847E-01, 9.3999605, -.22465033E-03
202.34244, 6398.5083, 221.49469, 471.78497, 351.83191, 1210.7207, 229.01923, 4580.1479, 2693.4207, .10519457E-01, .21857154E-01, 9.3999567, -.13150966E-03
202.22780, 6398.4219, 220.60088, 471.67578, 353.14166, 1211.5000, 229.06070, 4580.1631, 2693.4277, .10387950E-01, .21583954E-01, 9.3999567, -.17015463E-03
