28.000000, 276.00003, 40.000000, 66.000000, 77.895798, 122.60960, 11.025014, 15.900002, 16.802517
28.000002, 276.00000, 40.000000, 66.000000, 77.793289, 122.60125, 11.025012, 15.900003, 16.802517
28.000000, 275.99997, 40.000004, 65.999992, 77.692505, 122.59295, 11.025010, 15.900004, 16.802519
27.999998, 276.00003, 39.999996, 65.999992, 77.593361, 122.58462, 11.025011, 15.900004, 16.802517
28.000000, 276.00003, 40.000004, 66.000000, 77.495827, 122.57634, 11.025009, 15.900002, 16.802515
28.000000, 276.00000, 40.000000, 66.000000, 77.399879, 122.56824, 11.025028, 15.900002, 16.802519
28.000000, 275.99997, 40.000000, 65.999992, 77.305489, 122.55996, 11.025064, 15.900002, 16.802523
27.999998, 276.00003, 40.000000, 66.000008, 77.212608, 122.55187, 11.025073, 15.900003, 16.802523
28.000000, 276.00000, 40.000000, 66.000008, 77.115990, 122.54252, 11.025088, 15.900004, 16.802523
28.000002, 276.00000, 40.000004, 66.000008, 77.020950, 122.53322, 11.025086, 15.900003, 16.802519
28.000000, 276.00003, 40.000000, 66.000000, 76.932594, 122.52520, 11.025084, 15.900003, 16.802519
27.999998, 275.99997, 40.000008, 66.000000, 76.845596, 122.51723, 11.025084, 15.900002, 16.802515
28.000002, 276.00000, 40.000004, 66.000000, 76.759949, 122.50935, 11.025086, 15.900002, 16.802515
28.000000, 276.00000, 40.000004, 66.000000, 76.675613, 122.50145, 11.025084, 15.900002, 16.802515
28.000000, 276.00003, 40.000000, 66.000008, 76.592590, 122.49361, 11.025083, 15.900002, 16.802513
28.000002, 276.00000, 40.000004, 66.000000, 76.510811, 122.48589, 11.025083, 15.900000, 16.802513
28.000000, 276.00003, 40.000000, 66.000000, 76.425369, 122.47684, 11.025084, 15.900000, 16.802513
28.000000, 276.00003, 40.000000, 66.000000, 76.346054, 122.46913, 11.025084, 15.900001, 16.802511
28.000000, 276.00000, 39.999996, 66.000000, 76.267891, 122.46142, 11.025084, 15.900001, 16.802515
27.999998, 275.99997, 40.000004, 66.000000, 76.190918, 122.45377, 11.025081, 15.900002, 16.802515
28.000000, 276.00000, 40.000004, 65.999992, 76.115036, 122.44627, 11.025083, 15.900002, 16.802513
28.000002, 276.00003, 40.000004, 66.000000, 76.040260, 122.43868, 11.025085, 15.900002, 16.802511
28.000000, 276.00000, 39.999996, 66.000000, 75.966553, 122.43113, 11.025087, 15.900002, 16.802509
28.000000, 276.00000, 40.000004, 66.000000, 75.893913, 122.42372, 11.025087, 15.900002, 16.802507
27.999998, 276.00000, 39.999996, 66.000000, 75.822304, 122.41632, 11.025092, 15.900002, 16.802507
28.000002, 276.00003, 39.999996, 66.000000, 75.751701, 122.40892, 11.025092, 15.900002, 16.802505
28.000002, 276.00003, 40.000000, 66.000000, 75.682114, 122.40152, 11.025088, 15.900002, 16.802504
28.000000, 275.99997, 40.000000, 66.000000, 75.613480, 122.39413, 11.025087, 15.900002, 16.802502
27.999998, 276.00000, 39.999996, 66.000000, 75.506073, 122.37529, 11.025086, 15.900005, 16.802504
28.000000, 276.00000, 40.000000, 66.000000, 75.361404, 122.34509, 11.025084, 15.900005, 16.802502
28.000002, 276.00000, 40.000000, 66.000000, 75.253891, 122.32527, 11.025081, 15.900005, 16.802500
28.000002, 276.00003, 40.000004, 66.000000, 75.148209, 122.30555, 11.025076, 15.900006, 16.802498
28.000000, 276.00003, 40.000004, 66.000000, 75.086113, 122.29848, 11.025077, 15.900006, 16.802496
28.000000, 276.00003, 40.000000, 66.000000, 75.024841, 122.29159, 11.025076, 15.900006, 16.802496
27.999998, 276.00000, 40.000000, 65.999992, 74.964401, 122.28477, 11.025076, 15.900007, 16.802492
