.13055919E-03, .81010219E-02, -1.1085601, .25072645E-01, .11120157E-01, .16617699E-01, 156.75792
.12527953E-03, .89167245E-02, -.64667426E-01, .18937960E-01, .79810983E-02, .16567167E-01, 150.59442
.12444795E-03, .11154968E-01, -.11283556E-01, .20494154E-01, .69578676E-02, .16515659E-01, 149.75252
.12383066E-03, .10823927E-01, -.10616731E-01, .19157391E-01, .69315089E-02, .16464608E-01, 149.14922
.12316747E-03, .73889205E-02, -.47035635E-01, .18295525E-01, .64123739E-02, .16411947E-01, 148.46950
.10746975, .52570486E-02, -.54307565E-01, .15308152E-01, .63375295E-02, .16357889E-01, 145.60818
.18518294, .56743445E-02, -.69469688E-02, .17713666E-01, .54609831E-02, .16303742E-01, 141.65581
.40173426E-01, .49286308E-02, -.15825398, .13122492E-01, .54747174E-02, .16249010E-01, 137.05125
.65686397E-01, .28823123E-02, -.85381992E-01, .55871182E-02, .83756046E-02, .16719526E-01, 131.54593
.10860110E-03, .34118425E-02, -.47383071E-02, .15994005E-01, .11593455E-01, .16661962E-01, 130.40511
.10821580E-03, .43723825E-02, -.17199837E-01, .17167300E-01, .11495805E-01, .16078781E-01, 130.09210
.10685721E-03, .41484484E-02, -.72908826E-01, .16614901E-01, .11443170E-01, .16025681E-01, 128.59567
.10620294E-03, .45584464E-02, -.22223702E-01, .12767548E-01, .13429258E-01, .15970627E-01, 127.92660
.10593751E-03, .54019140E-02, -.64634481E-02, .18047830E-01, .14628131E-01, .15919587E-01, 127.70492
.10580461E-03, .57659931E-02, -.64408295E-02, .15027275E-01, .14935844E-01, .15866354E-01, 127.62383
.10566915E-03, .64658239E-02, -.66537368E-02, .17968278E-01, .15331537E-01, .15814135E-01, 127.52155
.10552687E-03, .74160644E-02, -.69908262E-02, .15845118E-01, .16170086E-01, .16291447E-01, 127.39594
.10539057E-03, .74052233E-02, -.66121770E-02, .18154941E-01, .17301243E-01, .15712950E-01, 127.26644
.10528394E-03, .73743230E-02, -.64013107E-02, .15518446E-01, .17206296E-01, .15663294E-01, 127.16342
.10519202E-03, .71907043E-02, -.61946651E-02, .17837524E-01, .16487705E-01, .15613184E-01, 127.07121
.10509200E-03, .90356143E-02, -.73877000E-02, .14147107E-01, .18231642E-01, .15563842E-01, 126.96214
.10498763E-03, .10381306E-01, -.79712393E-02, .17832547E-01, .20486301E-01, .15514152E-01, 126.84456
.10495247E-03, .68271644E-02, -.53652958E-02, .15617829E-01, .20284984E-01, .15465322E-01, 126.81258
.10495241E-03, .86310608E-02, -.64513427E-02, .16029404E-01, .22505485E-01, .15417324E-01, 126.81574
.10500940E-03, .74110208E-02, -.54893782E-02, .15988789E-01, .24779368E-01, .15369166E-01, 126.88942
.10517037E-03, .57308143E-02, -.42892583E-02, .14789140E-01, .24702832E-01, .15319012E-01, 127.08815
.10541602E-03, .53376844E-02, -.39258692E-02, .13332308E-01, .27921025E-01, .15269006E-01, 127.38730
.10576085E-03, .42320997E-02, -.31468209E-02, .11799208E-01, .30232454E-01, .15218842E-01, 127.80639
.10569629E-03, .26002566E-02, -.41025642E-01, .22543322E-02, .34166384E-01, .19876059E-01, 127.73075
.10634770E-03, .23642278E-02, -.24749658E-02, .34618250E-03, .37120860E-01, .24481211E-01, 128.51830
.10715634E-03, .25153309E-02, -.31216175E-02, .46795229E-02, .41169006E-01, .20206664E-01, 129.49551
.10794488E-03, .30609344E-02, -.39376076E-02, .10790512E-01, .44183683E-01, .20122901E-01, 130.44836
.10845486E-03, .28351699E-02, -.36438755E-02, .17327456E-01, .33586364E-01, .14885153E-01, 131.06512
.10877512E-03, .43222043E-02, -.51199365E-02, .15000037E-01, .27183095E-01, .14837435E-01, 131.45091
.10901689E-03, .36867610E-02, -.43062391E-02, .14459962E-01, .25261596E-01, .14788965E-01, 131.74409
.10932058E-03, .36961753E-02, -.41589849E-02, .96761370E-02, .26316717E-01, .14739750E-01, 132.11139
.10970652E-03, .42060972E-02, -.43982165E-02, .12390440E-01, .34049038E-01, .15722079E-01, 132.57768
.11019100E-03, .32818883E-02, -.34745592E-02, .15626770E-01, .40247019E-01, .15156544E-01, 133.16441
.11068752E-03, .57601929E-02, -.54413192E-02, .17358843E-01, .41607115E-01, .14596059E-01, 133.76225
.11115419E-03, .42667161E-02, -.40877350E-02, .17299850E-01, .39062306E-01, .14551072E-01, 134.32793
.11153982E-03, .71128490E-02, -.62529156E-02, .15585845E-01, .36528558E-01, .14506687E-01, 134.79126
.11190409E-03, .54979902E-02, -.47992738E-02, .16485654E-01, .37360191E-01, .14461899E-01, 135.23329
.11230173E-03, .77857040E-02, -.61844215E-02, .17642435E-01, .39822232E-01, .14417005E-01, 135.71169
.11274660E-03, .82044899E-02, -.59152050E-02, .12303062E-01, .45800973E-01, .14372873E-01, 136.24921
.11330635E-03, .10129415E-01, -.64833262E-02, .17152736E-01, .52875254E-01, .14328682E-01, 136.92397
.11393381E-03, .96974149E-02, -.59109391E-02, .16588006E-01, .57223972E-01, .14286894E-01, 137.68289
.11463992E-03, .11992991E-01, -.66669420E-02, .15838824E-01, .61330475E-01, .14250323E-01, 138.53397
.11547932E-03, .66986117E-02, -.38779469E-02, .14663106E-01, .65377302E-01, .14216946E-01, 139.55365
.11643426E-03, .86439662E-02, -.47790827E-02, .14965984E-01, .66638231E-01, .14185553E-01, 140.70583
.11728359E-03, .17902579E-01, -.86844498E-02, .15783092E-01, .68797685E-01, .14201634E-01, 141.72307
.11805975E-03, .15206698E-01, -.71868906E-02, .17253442E-01, .71100883E-01, .14288801E-01, 142.66371
.11903331E-03, .88174464E-02, -.43269927E-02, .15095226E-01, .75719811E-01, .14351483E-01, 143.84662
.12027101E-03, .50924360E-02, -.30917022E-02, .15207035E-01, .76433823E-01, .14041543E-01, 145.34618
.12143737E-03, .57586413E-02, -.39104382E-02, .13090728E-01, .72428457E-01, .13945037E-01, 146.75510
.12248759E-03, .74868747E-02, -.49184309E-02, .16533289E-01, .68760134E-01, .13903826E-01, 148.02263
.12294907E-03, .86152460E-02, -.55050179E-02, .62022757E-01, .65115087E-01, .13866203E-01, 148.57921
.12290006E-03, .97167995E-02, -.58445018E-02, .62018439E-01, .65249898E-01, .13835110E-01, 148.51889
.12283915E-03, .12949726E-01, -.69599263E-02, .62012784E-01, .68416953E-01, .13810496E-01, 148.44208
.12275357E-03, .16324271E-01, -.80888560E-02, .61987385E-01, .71198352E-01, .13823297E-01, 148.33528
.12267791E-03, .16637124E-01, -.75560766E-02, .61702017E-01, .76152369E-01, .14064295E-01, 148.24365
.12261984E-03, .22586636E-01, -.94448635E-02, .60966931E-01, .84827445E-01, .14767542E-01, 148.16777
.12297547E-03, .12572367E-01, -.51192576E-02, .60097840E-01, .96503474E-01, .15600117E-01, 148.60750
.12354215E-03, .19412367E-01, -.72966837E-02, .59583407E-01, .10327826, .16109034E-01, 149.28554
